time,heartValue
0, 298
1, 299
2, 299
3, 302
4, 307
5, 305
6, 303
7, 306
8, 309
9, 308
10, 312
11, 310
12, 299
13, 306
14, 307
15, 306
16, 304
17, 304
18, 305
19, 306
20, 307
21, 309
22, 308
23, 316
24, 333
25, 368
26, 411
27, 428
28, 382
29, 303
30, 236
31, 195
32, 224
33, 269
34, 293
35, 313
36, 11007
37, 304
38, 302
39, 304
40, 308
41, 302
42, 298
43, 299
44, 299
45, 302
46, 307
47, 305
48, 303
49, 306
50, 309
51, 308
52, 312
53, 310
54, 299
55, 306
56, 307
57, 306
58, 304
59, 304
60, 305
61, 306
62, 307
63, 309
64, 308
65, 316
66, 333
67, 368
68, 411
69, 428
70, 382
71, 303
72, 236
73, 195
74, 224
75, 269
76, 293
77, 313
78, 65281
79, 327
80, 333
81, 340
82, 337
83, 339
84, 340
85, 344
86, 346
87, 351
88, 352
89, 352
90, 352
91, 354
92, 359
93, 357
94, 362
95, 361
96, 362
97, 365
98, 366
99, 369
100, 371
101, 369
102, 366
103, 366
104, 365
105, 364
106, 361
107, 358
108, 356
109, 352
110, 348
111, 341
112, 343
113, 343
114, 338
115, 335
116, 333
117, 333
118, 336
119, 334
120, 332
121, 336
122, 339
123, 341
124, 338
125, 340
126, 347
127, 345
128, 347
129, 346
130, 344
131, 340
132, 342
133, 342
134, 343
135, 339
136, 338
137, 342
138, 339
139, 341
140, 342
141, 342
142, 345
143, 342
144, 342
145, 345
146, 341
147, 345
148, 347
149, 350
150, 349
151, 352
152, 351
153, 352
154, 351
155, 352
156, 353
157, 352
158, 354
159, 354
160, 352
161, 357
162, 352
163, 352
164, 352
165, 350
166, 351
167, 351
168, 351
169, 355
170, 352
171, 352
172, 347
173, 343
174, 343
175, 346
176, 348
177, 348
178, 349
179, 350
180, 349
181, 348
182, 350
183, 355
184, 371
185, 396
186, 431
187, 465
188, 431
189, 349
190, 279
191, 228
192, 250
193, 292
194, 321
195, 339
196, 352
197, 356
198, 357
199, 360
200, 364
201, 364
202, 362
203, 365
204, 365
205, 364
206, 367
207, 365
208, 368
209, 371
210, 373
211, 377
212, 377
213, 380
214, 378
215, 380
216, 380
217, 382
218, 383
219, 388
220, 384
221, 383
222, 383
223, 383
224, 378
225, 374
226, 373
227, 367
228, 364
229, 358
230, 354
231, 348
232, 346
233, 346
234, 343
235, 337
236, 331
237, 332
238, 335
239, 334
240, 334
241, 336
242, 336
243, 341
244, 340
245, 339
246, 340
247, 336
248, 336
249, 339
250, 338
251, 337
252, 332
253, 331
254, 329
255, 326
256, 323
257, 325
258, 325
259, 324
260, 323
261, 327
262, 331
263, 328
264, 326
265, 330
266, 330
267, 333
268, 329
269, 329
270, 328
271, 322
272, 323
273, 322
274, 313
275, 318
276, 318
277, 321
278, 320
279, 318
280, 321
281, 319
282, 321
283, 323
284, 319
285, 325
286, 328
287, 329
288, 326
289, 324
290, 317
291, 319
292, 320
293, 318
294, 320
295, 320
296, 319
297, 319
298, 321
299, 317
300, 317
301, 323
302, 340
303, 362
304, 399
305, 433
306, 407
307, 325
308, 245
309, 187
310, 213
311, 256
312, 288
313, 314
314, 324
315, 332
316, 330
317, 333
318, 338
319, 342
320, 345
321, 346
322, 347
323, 349
324, 350
325, 348
326, 349
327, 348
328, 354
329, 357
330, 358
331, 362
332, 361
333, 366
334, 368
335, 364
336, 365
337, 368
338, 365
339, 365
340, 362
341, 357
342, 359
343, 354
