time,heartValue
0, 543
1, 541
2, 540
3, 540
4, 541
5, 535
6, 525
7, 522
8, 510
9, 503
10, 494
11, 489
12, 482
13, 459
14, 458
15, 454
16, 445
17, 439
18, 435
19, 430
20, 427
21, 428
22, 429
23, 429
24, 418
25, 419
26, 422
27, 417
28, 415
29, 413
30, 408
31, 402
32, 404
33, 405
34, 404
35, 402
36, 403
37, 406
38, 405
39, 404
40, 407
41, 408
42, 409
43, 62977
44, 411
45, 417
46, 420
47, 422
48, 429
49, 421
50, 416
51, 422
52, 431
53, 436
54, 435
55, 432
56, 429
57, 427
58, 433
59, 434
60, 432
61, 428
62, 423
63, 425
64, 420
65, 423
66, 424
67, 424
68, 428
69, 428
70, 424
71, 420
72, 416
73, 407
74, 398
75, 395
76, 390
77, 390
78, 390
79, 386
80, 387
81, 381
82, 373
83, 377
84, 378
85, 395
86, 427
87, 452
88, 451
89, 379
90, 297
91, 240
92, 224
93, 259
94, 295
95, 315
96, 336
97, 338
98, 338
99, 330
100, 331
101, 336
102, 334
103, 337
104, 332
105, 323
106, 327
107, 325
108, 322
109, 320
110, 321
111, 317
112, 317
113, 313
114, 311
115, 317
116, 316
117, 315
118, 320
119, 321
120, 310
121, 305
122, 305
123, 301
124, 294
125, 287
126, 287
127, 279
128, 275
129, 269
130, 262
131, 258
132, 249
133, 247
134, 243
135, 235
136, 236
137, 239
138, 239
139, 246
140, 240
141, 234
142, 234
143, 232
144, 234
145, 232
146, 231
147, 228
148, 222
149, 225
150, 231
151, 225
152, 233
153, 222
154, 217
155, 218
156, 223
157, 220
158, 214
159, 211
160, 211
161, 202
162, 202
163, 205
164, 200
165, 187
166, 190
167, 187
168, 192
169, 192
170, 196
171, 187
172, 186
173, 191
174, 190
175, 185
176, 189
177, 185
178, 187
179, 193
180, 200
181, 191
182, 190
183, 193
184, 198
185, 190
186, 189
187, 201
188, 196
189, 199
190, 205
191, 207
192, 196
193, 193
194, 192
195, 197
196, 190
197, 193
198, 188
199, 189
200, 192
201, 192
202, 196
203, 203
204, 212
205, 232
206, 267
207, 293
208, 290
209, 223
210, 148
211, 86
212, 80
213, 130
214, 169
215, 192
216, 212
217, 214
218, 208
219, 212
220, 209
221, 216
222, 226
223, 224
224, 229
225, 226
226, 230
227, 231
228, 229
229, 234
230, 235
231, 225
232, 227
233, 226
234, 234
235, 243
236, 242
237, 244
238, 249
239, 244
240, 246
241, 251
242, 254
243, 248
244, 247
245, 246
246, 248
247, 238
248, 233
249, 233
250, 225
251, 221
252, 228
253, 216
254, 210
255, 219
256, 215
257, 211
258, 210
259, 212
260, 210
261, 220
262, 216
263, 215
264, 220
265, 226
266, 224
267, 221
268, 225
269, 229
270, 224
271, 227
272, 236
273, 230
274, 228
