time,heartValue
0, 317
1, 319
2, 322
3, 322
4, 321
5, 325
6, 322
7, 325
8, 327
9, 328
10, 328
11, 329
12, 327
13, 328
14, 328
15, 330
16, 334
17, 335
18, 331
19, 331
20, 326
21, 327
22, 330
23, 326
24, 327
25, 331
26, 337
27, 341
28, 343
29, 346
30, 338
31, 337
32, 334
33, 330
34, 332
35, 331
36, 328
37, 326
38, 15103
39, 319
40, 319
41, 314
42, 317
43, 319
44, 322
45, 322
46, 321
47, 325
48, 322
49, 325
50, 327
51, 328
52, 328
53, 329
54, 327
55, 328
56, 328
57, 330
58, 334
59, 335
60, 331
61, 331
62, 326
63, 327
64, 330
65, 326
66, 327
67, 331
68, 337
69, 341
70, 343
71, 346
72, 338
73, 337
74, 334
75, 330
76, 332
77, 331
78, 328
79, 326
80, 325
81, 326
82, 334
83, 354
84, 382
85, 417
86, 458
87, 441
88, 355
89, 262
90, 202
91, 221
92, 263
93, 294
94, 319
95, 332
96, 335
97, 335
98, 331
99, 339
100, 344
101, 347
102, 358
103, 364
104, 368
105, 368
106, 371
107, 378
108, 377
109, 375
110, 374
111, 372
112, 374
113, 385
114, 388
115, 389
116, 391
117, 396
118, 399
119, 403
120, 404
121, 402
122, 397
123, 398
124, 400
125, 401
126, 395
127, 380
128, 372
129, 370
130, 367
131, 365
132, 364
133, 359
134, 360
135, 362
136, 365
137, 367
138, 370
139, 380
140, 376
141, 373
142, 377
143, 379
144, 384
145, 390
146, 390
147, 392
148, 393
149, 389
150, 391
151, 393
152, 388
153, 387
154, 380
155, 376
156, 375
157, 377
158, 375
159, 376
160, 377
161, 379
162, 380
163, 386
164, 386
165, 382
166, 391
167, 393
168, 392
169, 397
170, 400
171, 406
172, 413
173, 412
174, 408
175, 403
176, 398
177, 402
178, 396
179, 391
180, 390
181, 391
182, 390
183, 387
184, 387
185, 389
186, 391
187, 399
188, 404
189, 403
190, 402
191, 393
192, 393
193, 395
194, 390
195, 391
196, 390
197, 391
198, 398
199, 397
200, 398
201, 399
202, 400
203, 397
204, 401
205, 419
206, 458
207, 496
208, 493
209, 415
210, 318
211, 250
212, 241
213, 281
214, 325
215, 347
216, 365
217, 378
218, 380
219, 379
220, 380
221, 384
222, 390
223, 388
224, 387
225, 389
226, 389
227, 396
228, 388
229, 382
230, 384
231, 387
232, 383
233, 389
234, 388
235, 383
236, 383
237, 385
238, 383
239, 382
240, 374
241, 372
242, 372
243, 363
244, 360
245, 354
246, 353
247, 353
248, 343
249, 337
250, 340
251, 343
252, 336
253, 329
254, 329
255, 325
256, 327
257, 330
258, 335
259, 334
260, 336
261, 340
262, 347
263, 350
264, 349
265, 352
266, 354
267, 353
268, 355
269, 361
270, 362
271, 361
272, 354
273, 355
274, 364
275, 366
276, 359
277, 359
278, 360
279, 357
280, 351
281, 348
282, 345
283, 343
284, 334
285, 332
286, 334
287, 333
288, 334
289, 336
290, 334
291, 336
292, 334
293, 332
294, 331
295, 331
296, 335
297, 330
298, 325
299, 329
300, 322
301, 315
302, 318
303, 320
304, 319
305, 311
306, 312
307, 315
308, 316
309, 312
310, 318
311, 316
312, 315
313, 317
314, 319
315, 312
316, 300
317, 291
318, 287
319, 285
320, 288
321, 290
322, 292
323, 296
324, 287
325, 293
326, 287
327, 289
328, 306
329, 330
330, 360
331, 408
332, 424
333, 369
334, 271
335, 181
336, 169
337, 215
338, 250
