time,heartValue
0, 341
1, 337
2, 339
3, 335
4, 336
5, 333
6, 331
7, 336
8, 334
9, 332
10, 335
11, 328
12, 328
13, 327
14, 329
15, 337
16, 341
17, 342
18, 350
19, 352
20, 354
21, 355
22, 352
23, 356
24, 511
25, 322
26, 325
27, 324
28, 325
29, 323
30, 324
31, 323
32, 319
33, 320
34, 325
35, 315
36, 322
37, 327
38, 327
39, 328
40, 329
41, 335
42, 341
43, 337
44, 339
45, 335
46, 336
47, 333
48, 331
49, 336
50, 334
51, 332
52, 335
53, 328
54, 328
55, 327
56, 329
57, 337
58, 341
59, 342
60, 350
61, 352
62, 354
63, 355
64, 352
65, 356
66, 257
67, 352
68, 354
69, 355
70, 361
71, 365
72, 365
73, 360
74, 356
75, 372
76, 390
77, 418
78, 453
79, 449
80, 380
81, 310
82, 245
83, 228
84, 268
85, 307
86, 325
87, 337
88, 347
89, 354
90, 357
91, 356
92, 357
93, 362
94, 362
95, 374
96, 376
97, 366
98, 367
99, 376
100, 378
101, 378
102, 377
103, 376
104, 377
105, 376
106, 374
107, 385
108, 377
109, 380
110, 389
111, 387
112, 388
113, 381
114, 381
115, 382
116, 385
117, 388
118, 381
119, 371
120, 369
121, 364
122, 359
123, 358
124, 355
125, 352
126, 345
127, 332
128, 337
129, 342
130, 344
131, 343
132, 341
133, 344
134, 345
135, 350
136, 356
137, 359
138, 359
139, 364
140, 362
141, 361
142, 364
143, 360
144, 362
145, 367
146, 367
147, 372
148, 368
149, 371
150, 377
151, 370
152, 370
153, 363
154, 364
155, 369
156, 366
157, 366
158, 369
159, 366
160, 369
161, 368
162, 364
163, 362
164, 362
165, 364
166, 362
167, 365
168, 362
169, 360
170, 364
171, 370
172, 370
173, 379
174, 382
175, 382
176, 386
177, 389
178, 384
179, 391
180, 386
181, 390
182, 396
183, 400
184, 396
185, 389
186, 391
187, 401
188, 400
189, 404
190, 400
191, 396
192, 391
193, 380
194, 377
195, 376
196, 375
197, 376
198, 377
199, 374
200, 371
201, 359
202, 358
203, 370
204, 382
205, 402
206, 442
207, 465
208, 430
209, 357
210, 290
211, 248
212, 263
213, 308
214, 336
215, 358
216, 369
217, 370
218, 372
219, 376
220, 378
221, 374
222, 373
223, 369
224, 373
225, 374
226, 377
227, 378
228, 373
229, 373
230, 377
231, 379
232, 382
233, 376
234, 373
235, 381
236, 379
237, 398
238, 389
239, 378
240, 386
241, 393
242, 398
243, 394
244, 399
245, 399
246, 397
247, 398
248, 397
249, 392
250, 384
251, 389
252, 384
253, 377
254, 378
255, 377
256, 375
257, 375
258, 377
259, 383
260, 380
261, 377
262, 372
263, 368
264, 367
265, 368
266, 364
267, 358
268, 358
269, 354
270, 355
271, 352
272, 358
273, 360
274, 354
275, 354
276, 353
277, 359
278, 347
279, 349
280, 348
281, 344
282, 345
283, 349
284, 344
285, 345
286, 347
287, 345
288, 349
289, 352
290, 348
291, 345
292, 344
293, 342
294, 334
295, 332
296, 338
297, 333
298, 328
299, 332
300, 329
301, 330
302, 334
303, 334
304, 330
305, 331
306, 334
307, 336
308, 334
309, 336
310, 338
311, 333
312, 334
313, 339
314, 348
315, 346
316, 347
317, 353
318, 349
319, 351
320, 354
321, 356
322, 346
323, 340
324, 341
325, 348
326, 346
327, 343
328, 346
329, 332
330, 335
331, 338
332, 340
333, 338
334, 337
335, 350
336, 380
337, 415
338, 450
339, 420
340, 339
341, 280
342, 226
343, 239
344, 292
345, 324
346, 340
347, 340
348, 343
349, 349
350, 349
351, 347
352, 346
353, 349
354, 350
355, 349
356, 352
357, 350
358, 359
359, 367
360, 359
361, 349
362, 348
363, 354
364, 350
365, 346
366, 348
367, 351
368, 355
369, 359
370, 357
371, 354
372, 352
373, 353
374, 344
375, 338
376, 341
377, 333
378, 327
379, 320
380, 316
381, 319
382, 311
383, 304
384, 301
385, 299
386, 289
387, 288
388, 288
389, 295
390, 295
391, 283
392, 278
393, 279
394, 285
395, 287
396, 289
397, 290
398, 283
399, 280
400, 281
401, 280
402, 279
403, 281
404, 276
405, 279
406, 275
407, 267
408, 271
409, 270
410, 265
411, 269
412, 270
413, 272
414, 284
415, 287
416, 289
417, 287
418, 288
419, 297
420, 289
421, 277
422, 280
423, 279
424, 281
425, 279
426, 275
427, 277
428, 275
429, 281
430, 282
431, 280
432, 292
433, 298
434, 309
435, 307
436, 304
437, 306
438, 311
439, 311
440, 304
441, 303
442, 305
443, 308
444, 310
445, 313
446, 309
447, 319
448, 318
449, 313
450, 312
451, 308
452, 307
453, 304
454, 298
455, 292
456, 296
457, 300
458, 290
459, 297
460, 300
461, 298
462, 303
463, 314
464, 334
465, 352
466, 389
467, 381
468, 306
469, 230
470, 163
471, 160
472, 211
473, 252
474, 276
475, 289
476, 302
477, 306
478, 302
479, 301
480, 303
481, 302
482, 309
483, 314
484, 315
485, 321
486, 326
487, 319
488, 318
489, 323
490, 332
491, 335
492, 341
493, 345
494, 343
495, 345
496, 348
497, 346
498, 346
499, 344
500, 342
501, 348
502, 348
503, 336
504, 335
505, 335
506, 333
507, 328
508, 325
509, 328
510, 321
511, 313
512, 312
513, 305
514, 302
515, 297
516, 294
517, 290
518, 291
519, 289
520, 295
521, 287
522, 285
523, 287
524, 280
525, 286
526, 283
527, 284
528, 291
529, 292
530, 294
531, 300
532, 291
533, 299
534, 299
535, 302
536, 301
537, 296
538, 303
539, 307
540, 309
541, 311
542, 310
543, 314
544, 314
545, 308
546, 308
547, 300
548, 298
549, 303
550, 302
551, 304
552, 303
553, 304
554, 308
555, 304
556, 297
557, 300
558, 298
559, 298
560, 304
561, 308
562, 304
563, 310
564, 318
565, 319
566, 313
567, 316
568, 319
569, 322
570, 327
571, 327
572, 326
573, 324
574, 323
575, 324
576, 336
577, 327
578, 325
579, 330
580, 328
581, 332
582, 332
583, 336
584, 336
585, 329
586, 343
587, 357
588, 381
589, 412
590, 419
591, 370
592, 304
593, 237
594, 198
595, 238
596, 288
597, 314
598, 334
599, 354
600, 355
601, 360
602, 363
603, 366
604, 363
605, 358
606, 359
607, 368
608, 369
609, 369
610, 370
611, 375
612, 377
613, 376
614, 371
615, 374
616, 370
617, 364
618, 364
619, 361
620, 360
621, 369
622, 359
623, 361
624, 366
625, 368
626, 364
627, 359
628, 362
629, 365
630, 362
631, 361
632, 368
633, 357
634, 350
635, 352
636, 349
637, 348
638, 340
639, 341
640, 343
641, 342
642, 344
643, 350
644, 351
645, 353
646, 349
647, 348
648, 348
649, 343
650, 344
651, 356
652, 344
653, 339
654, 341
655, 344
656, 344
657, 343
658, 348
659, 352
660, 348
661, 353
662, 358
663, 359
664, 357
665, 352
666, 352
667, 357
668, 362
669, 366
670, 365
671, 361
672, 362
673, 360
674, 360
675, 364
