time,heartValue
0, 385
1, 377
2, 376
3, 373
4, 368
5, 368
6, 366
7, 375
8, 372
9, 368
10, 371
11, 373
12, 379
13, 383
14, 376
15, 380
16, 389
17, 388
18, 387
19, 386
20, 384
21, 390
22, 392
23, 395
24, 391
25, 388
26, 391
27, 393
28, 398
29, 395
30, 390
31, 394
32, 257
33, 396
34, 395
35, 396
36, 409
37, 403
38, 405
39, 409
40, 402
41, 398
42, 400
43, 405
44, 410
45, 402
46, 400
47, 405
48, 410
49, 408
50, 414
51, 413
52, 423
53, 431
54, 433
55, 441
56, 438
57, 443
58, 442
59, 437
60, 444
61, 442
62, 438
63, 436
64, 434
65, 432
66, 425
67, 431
68, 441
69, 458
70, 491
71, 527
72, 526
73, 469
74, 401
75, 340
76, 323
77, 352
78, 394
79, 424
80, 442
81, 459
82, 470
83, 468
84, 466
85, 462
86, 474
87, 478
88, 475
89, 475
90, 476
91, 481
92, 484
93, 481
94, 482
95, 483
96, 483
97, 485
98, 487
99, 487
100, 489
101, 485
102, 487
103, 490
104, 486
105, 490
106, 487
107, 486
108, 497
109, 488
110, 486
111, 482
112, 476
113, 473
114, 473
115, 465
116, 462
117, 466
118, 472
119, 468
120, 461
121, 464
122, 457
123, 460
124, 463
125, 457
126, 460
127, 461
128, 454
129, 454
130, 454
131, 448
132, 441
133, 441
134, 442
135, 449
136, 448
137, 453
138, 443
139, 435
140, 433
141, 432
142, 428
143, 425
144, 421
145, 420
146, 418
147, 416
148, 415
149, 415
150, 410
151, 411
152, 413
153, 411
154, 404
155, 404
156, 410
157, 407
158, 410
159, 418
160, 421
161, 418
162, 414
163, 420
164, 422
165, 416
166, 414
167, 415
168, 412
169, 418
170, 412
171, 410
172, 410
173, 406
174, 412
175, 418
176, 425
177, 428
178, 432
179, 429
180, 427
181, 416
182, 412
183, 414
184, 424
185, 413
186, 414
187, 424
188, 425
189, 421
190, 420
191, 422
192, 433
193, 447
194, 461
195, 491
196, 533
197, 543
198, 478
199, 400
200, 344
201, 322
202, 350
203, 377
204, 397
205, 409
206, 421
207, 425
208, 428
209, 427
210, 426
211, 425
212, 420
213, 414
214, 410
215, 410
216, 412
217, 413
218, 406
219, 411
220, 413
221, 409
222, 413
223, 417
224, 426
225, 431
226, 432
227, 432
228, 437
229, 433
230, 431
231, 434
232, 428
233, 425
234, 419
235, 418
236, 417
237, 410
238, 399
239, 395
240, 382
241, 381
242, 377
243, 384
244, 382
245, 373
246, 373
247, 373
248, 367
249, 369
250, 368
251, 368
252, 364
253, 362
254, 359
255, 358
256, 357
257, 364
258, 370
259, 362
260, 361
261, 361
262, 371
263, 367
264, 368
265, 375
266, 383
267, 376
268, 378
269, 376
270, 378
271, 375
272, 372
273, 373
274, 369
275, 364
276, 373
277, 368
278, 362
279, 362
280, 365
281, 370
282, 369
283, 372
284, 368
285, 363
286, 360
287, 358
288, 349
289, 351
290, 347
291, 346
292, 340
293, 348
294, 343
295, 339
296, 344
297, 349
298, 347
299, 350
300, 354
301, 355
302, 360
303, 364
304, 363
305, 368
306, 366
307, 364
308, 362
309, 365
310, 362
311, 350
312, 346
313, 347
314, 341
315, 345
316, 346
317, 345
318, 344
319, 343
320, 338
321, 334
322, 333
323, 343
324, 363
325, 390
326, 430
327, 439
328, 376
329, 306
330, 241
331, 217
332, 251
333, 287
334, 307
335, 318
336, 326
337, 335
338, 326
339, 325
340, 326
341, 329
342, 319
343, 321
344, 317
345, 313
346, 313
347, 312
348, 310
349, 310
350, 310
351, 311
352, 311
353, 313
354, 323
355, 313
356, 317
357, 320
358, 330
359, 328
360, 322
361, 320
362, 316
363, 310
364, 312
365, 313
366, 307
