time,heartValue
0, 327
1, 325
2, 325
3, 326
4, 324
5, 325
6, 325
7, 325
8, 327
9, 327
10, 329
11, 340
12, 354
13, 388
14, 431
15, 448
16, 397
17, 319
18, 247
19, 208
20, 238
21, 278
22, 306
23, 322
24, 336
25, 339
26, 340
27, 344
28, 344
29, 347
30, 349
31, 65281
32, 352
33, 353
34, 355
35, 356
36, 359
37, 362
38, 362
39, 365
40, 367
41, 368
42, 371
43, 372
44, 376
45, 379
46, 378
47, 379
48, 377
49, 375
50, 373
51, 369
52, 370
53, 364
54, 358
55, 356
56, 350
57, 345
58, 342
59, 336
60, 333
61, 330
62, 327
63, 326
64, 326
65, 324
66, 326
67, 325
68, 325
69, 325
70, 326
71, 328
72, 327
73, 329
74, 329
75, 325
76, 328
77, 329
78, 330
79, 331
80, 329
81, 329
82, 330
83, 328
84, 330
85, 331
86, 330
87, 330
88, 328
89, 329
90, 328
91, 329
92, 330
93, 331
94, 329
95, 332
96, 330
97, 331
98, 331
99, 329
100, 331
101, 330
102, 328
103, 329
104, 329
105, 330
106, 331
107, 329
108, 332
109, 331
110, 331
111, 332
112, 329
113, 329
114, 332
115, 330
116, 331
117, 332
118, 332
119, 332
120, 327
121, 328
122, 329
123, 332
124, 333
125, 334
126, 337
127, 339
128, 338
129, 340
130, 338
131, 331
132, 331
133, 331
134, 330
135, 333
136, 333
137, 335
138, 332
139, 331
140, 334
141, 334
142, 336
143, 351
144, 375
145, 414
146, 455
147, 446
148, 377
149, 298
150, 234
151, 228
152, 263
153, 298
154, 321
155, 334
156, 342
157, 342
158, 344
159, 347
160, 349
161, 352
162, 356
163, 354
164, 356
165, 355
166, 353
167, 356
168, 356
169, 358
170, 361
171, 361
172, 363
173, 363
174, 368
175, 372
176, 374
177, 377
178, 379
179, 379
180, 380
181, 378
182, 376
183, 375
184, 367
185, 363
186, 360
187, 355
188, 352
189, 347
190, 343
191, 342
192, 336
193, 333
194, 332
195, 330
196, 327
197, 324
198, 325
199, 325
200, 323
201, 326
202, 325
203, 321
204, 326
205, 326
206, 328
207, 331
208, 327
209, 327
210, 330
