;
289.587, 229.413
305.574, 212.221
330.469, 210.718
353.743, 215.271
376.992, 224.014
411.117, 223.771
435.038, 213.73
459.609, 208.866
484.605, 213.583
498.786, 233.471
394.042, 252.259
393.905, 273.279
393.805, 293.579
393.843, 314.936
368.239, 337.196
380.804, 340.266
394.02, 342.444
405.865, 340.284
417.621, 337.558
317.127, 260.048
330.426, 251.157
348.464, 250.227
364.624, 260.585
348.222, 265.921
330.237, 266.769
424.213, 260.033
441.063, 249.659
458.989, 250.052
471.499, 258.558
459.585, 265.898
441.407, 264.849
348.621, 382.612
364.194, 371.15
381.106, 364.332
393.34, 367.245
405.208, 364.171
420.207, 370.558
434.812, 382.856
421.056, 391.895
407.419, 395.439
394.651, 396.14
381.933, 395.508
365.881, 392.35
356.038, 382.462
381.19, 378.97
393.694, 379.567
405.9, 378.392
426.964, 382.613
406.266, 377.332
394.308, 378.454
381.861, 377.535
;
282.889, 228.695
298.083, 208.296
323.848, 205.509
349.079, 210.387
372.42, 221.084
401.497, 220.264
425.349, 208.62
451.377, 203.531
477.422, 208.823
491.943, 229.019
386.523, 249.58
387.068, 269.783
387.597, 289.214
388.295, 309.997
362.351, 333.875
374.649, 336.713
387.495, 339.181
399.782, 336.728
411.977, 334.553
309.176, 256.252
322.732, 249.586
340.23, 249.05
355.706, 257.903
340.295, 262.043
322.552, 262.669
417.534, 259.25
434.223, 250.774
451.684, 251.277
465.055, 258.342
451.985, 264.456
434.53, 263.588
344.081, 380.269
360.736, 368.762
376.725, 361.52
388.632, 364.51
400.752, 361.285
416.626, 367.68
432.257, 380.499
416.736, 389.102
401.979, 391.762
388.971, 392.593
376.493, 392.073
361.411, 389.534
351.632, 380.066
376.757, 375.877
388.836, 376.674
401.41, 375.528
424.479, 379.634
400.914, 373.95
388.54, 374.935
376.704, 374.217
;
279.075, 228.102
293.505, 208.366
318.389, 204.591
342.299, 209.045
364.438, 219.512
396.66, 219.005
420.509, 207.38
446.732, 201.509
473.194, 207.02
488.765, 226.951
380.837, 247.528
381.218, 268.139
381.587, 288.593
381.922, 309.969
357.429, 333.034
369.985, 335.989
382.764, 339.036
395.085, 336.159
407.541, 333.458
304.013, 256.973
316.658, 250.888
332.566, 250.632
348.262, 258.089
332.493, 261.8
316.652, 262.316
415.385, 257.724
432.14, 250.102
448.673, 250.229
461.913, 256.699
448.997, 262.09
432.537, 261.408
339.057, 378.831
355.057, 366.098
370.553, 359.141
382.709, 361.794
394.578, 358.748
410.305, 365.435
428.482, 378.253
411.183, 386.692
396.752, 389.082
383.987, 390.088
371.372, 389.415
355.986, 386.617
346.47, 377.851
370.775, 373.295
382.977, 374.279
395.084, 372.938
419.785, 377.28
395.396, 370.746
383.338, 371.866
371.444, 370.94
;
277.868, 225.012
293.321, 206.5
318.186, 204.741
341.858, 209.456
363.871, 219.641
396.063, 218.895
419.711, 207.882
445.14, 202.749
470.47, 207.533
485.042, 226.956
380.586, 247.353
380.797, 267.815
380.952, 287.831
381.086, 308.89
356.41, 332.429
369.052, 335.195
381.708, 337.747
393.373, 335.738
405.545, 333.673
301.822, 255.632
315.497, 248.789
332.591, 248.74
348.535, 257.36
332.173, 261.332
314.987, 261.515
412.525, 257.873
429.104, 249.497
446.386, 249.412
460.441, 256.439
447.216, 262.604
429.789, 261.972
336.789, 379.172
353.474, 366.577
369.335, 359.102
381.15, 362.051
393.165, 358.572
409.165, 366.103
426.75, 378.967
410.338, 389.617
395.641, 392.611
382.721, 393.412
370.222, 392.647
354.416, 388.977
344.839, 378.59
369.53, 374.87
381.532, 375.615
393.853, 374.33
417.235, 378.457
393.983, 372.365
381.925, 373.083
370.082, 372.446
;
277.178, 228.526
291.328, 208.55
315.325, 204.721
338.936, 208.871
361.26, 218.673
395.777, 217.667
419.017, 206.938
445.104, 201.891
471.306, 207.018
487.012, 226.892
378.579, 247.357
378.805, 267.688
379.04, 287.357
379.229, 308.085
355.045, 333.777
367.204, 335.998
379.675, 338.469
391.753, 336.133
404.092, 334.349
301.835, 256.66
314.392, 249.587
330.778, 249.005
346.537, 257.931
330.556, 261.528
314.343, 261.712
413.17, 257.318
428.615, 248.609
445.54, 248.918
459.501, 255.992
446.203, 261.778
429.244, 261.07
337.052, 380.47
351.891, 366.808
367.71, 359.123
380.088, 361.604
392.735, 358.348
409.236, 365.367
426.36, 379.772
409.806, 389.258
394.601, 392.155
381.161, 393.462
368.199, 393.052
353.169, 390.322
344.915, 379.477
368.118, 373.286
380.522, 373.675
393.418, 372.408
417.416, 378.686
393.192, 374.151
380.512, 375.436
368.19, 374.885
;
276.966, 226.917
291.312, 208.893
314.279, 204.684
337.148, 208.735
359.022, 217.446
393.476, 217.988
416.702, 207.395
441.812, 202.189
467.089, 207.446
482.839, 226.525
376.755, 246.404
377.047, 267.707
377.264, 288.526
377.312, 310.239
353.406, 333.288
365.348, 335.968
377.937, 338.803
390.372, 336.171
402.702, 333.61
299.522, 256.428
312.154, 249.223
328.534, 248.422
344.854, 256.909
328.409, 261.351
312.348, 261.771
410.459, 257.024
427.383, 248.774
444.489, 249.23
457.812, 256.304
444.609, 262.015
427.253, 261.145
335.769, 377.398
350.004, 365.27
365.715, 357.918
378.041, 361.063
390.122, 357.911
406.504, 363.734
423.993, 377.228
407.311, 386.233
392.291, 388.718
379.477, 389.54
366.662, 388.721
352.05, 386.9
342.731, 376.839
366.074, 372.894
378.3, 373.774
390.865, 372.661
415.682, 376.068
390.916, 370.11
378.838, 371.203
366.567, 370.31
;
275.101, 225.969
289.753, 207.75
315.078, 205.4
338.817, 210.074
361.333, 220.478
392.016, 220.455
415.564, 209.019
441.097, 203.277
467.115, 207.436
483.433, 226.365
376.825, 248.31
377.183, 269.31
377.392, 290.022
377.615, 311.731
353.549, 334.064
365.533, 336.866
377.991, 339.455
389.963, 336.676
402.277, 334.285
298.462, 254.725
311.279, 248.635
327.209, 248.529
343.645, 257.019
327.053, 260.558
311.068, 260.671
412.056, 257.342
428.526, 249.545
444.744, 249.53
457.638, 255.786
444.961, 261.856
428.507, 261.236
335.199, 379.054
351.477, 367.642
367.776, 360.32
378.989, 363.02
389.985, 359.96
405.37, 366.268
423.137, 378.377
406.694, 388.159
392.49, 390.228
380.492, 390.999
368.446, 390.637
353.09, 388.906
343.082, 378.996
368.105, 375.287
379.349, 375.82
390.504, 374.547
414.71, 377.449
391.017, 371.206
379.845, 372.244
368.46, 371.716
;
277.04, 226.668
290.8, 207.33
315.184, 203.418
338.544, 208.593
360.793, 217.499
395.563, 217.854
419.216, 207.414
444.326, 201.538
470.135, 206.39
484.255, 226.645
377.958, 245.272
378.457, 266.292
379.174, 286.693
380.038, 308.341
355.06, 331.838
367.239, 334.897
379.505, 337.406
391.395, 335.099
403.088, 332.334
299.519, 253.671
312.954, 245.445
330.182, 244.879
345.865, 255.49
329.711, 259.824
312.593, 260.12
411.129, 255.736
427.676, 245.733
445.435, 245.917
458.312, 254.313
446.098, 261.34
427.927, 260.418
337.47, 378.28
352.781, 365.618
368.38, 358.537
379.803, 361.541
391.72, 358.402
407.502, 365.408
