time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,265.802,246.451,273.811,232.588,289.99,226.349,307.216,227.352,323.376,233.534,345.292,233.783,360.307,224.964,378.354,221.971,395.744,226.413,405.249,240.77,336.089,252.176,336.793,265.097,337.52,277.988,338.347,291.832,322.74,307.534,330.869,308.693,338.917,309.616,346.719,308.089,354.653,305.887,283.694,259.267,292.312,254.104,302.973,254.008,313.389,259.951,302.688,262.458,292.142,262.878,358.692,258.595,369.612,251.951,380.39,251.698,388.973,256.555,380.878,260.43,369.879,260.56,310.084,338.504,320.99,328.661,332.21,322.886,340.181,324.779,347.077,322.258,356.649,327.359,367.067,335.546,356.789,341.142,348.035,342.528,340.369,343.298,332.144,343.227,321.302,342.849,314.907,337.436,332.281,333.044,340.525,333.483,347.684,332.488,361.61,334.998,347.476,331.484,340.278,332.073,332.311,331.642
2,263.944,245.643,272.814,231.547,289.247,225.28,307.067,226.119,323.324,231.921,346.197,231.502,361.527,223.345,379.656,220.538,397.085,225.925,405.593,241.138,335.946,251.364,336.692,263.637,337.457,275.678,338.281,288.669,322.182,305.935,330.471,306.667,338.458,307.224,346.151,306.024,353.899,304.133,282.763,258.809,291.857,253.766,302.663,253.444,312.746,258.685,302.442,261.354,291.705,262.103,358.844,256.91,369.274,251.009,379.969,251.026,388.452,255.565,380.357,259.249,369.646,259.178,310.456,338.46,320.977,328.269,331.879,322.202,339.177,324.022,346.025,321.753,355.876,326.848,365.821,335.229,356.185,340.323,347.616,341.347,340.221,342.169,332.424,342.262,321.772,342.037,315.482,337.239,332.063,332.618,339.653,332.946,346.792,332.106,360.572,334.69,346.713,330.182,339.652,330.859,332.173,330.565
3,263.879,245.992,272.444,231.91,289.159,225.037,306.958,225.661,323.278,231.708,346.116,231.441,360.934,223.592,378.596,220.773,395.92,225.659,404.957,240.042,335.69,252.018,336.298,264.503,337.087,276.779,337.864,290.061,321.476,306.424,329.958,307.68,338.41,308.484,346.369,306.748,354.509,304.302,283.071,259.095,291.855,253.624,302.782,253.488,312.996,259.596,302.289,261.904,291.508,262.194,358.194,258.149,368.548,251.386,379.366,250.967,388.247,255.807,380.043,259.488,369.14,259.719,307.737,336.992,319.257,327.17,330.92,321.391,339.13,323.339,346.642,320.826,356.567,325.463,366.789,333.896,356.539,340.081,347.421,341.869,339.175,343.104,330.527,342.778,319.222,342.328,312.754,336.084,330.967,331.424,339.45,331.988,347.272,330.76,361.461,333.359,346.82,330.93,338.959,331.905,330.655,331.492
4,264.487,243.381,273.057,230.417,289.128,224.394,305.843,225.586,322.199,230.953,345.753,229.541,361.194,222.633,378.782,219.922,395.572,224.757,405.016,238.782,335.236,250.321,335.653,263.02,336.125,275.688,336.725,288.866,320.668,305.186,328.986,306.229,337.016,307.1,345.06,305.465,353.015,303.508,282.336,257.913,290.748,252.794,301.263,252.488,311.259,258.459,300.943,261.107,290.538,261.585,358.681,256.604,368.775,250.376,379.281,250.341,388.056,255.246,379.981,258.878,369.339,258.904,308.059,336.834,318.537,327.039,330.154,320.852,337.634,322.907,344.616,320.511,354.438,325.585,364.864,334.233,354.524,340.22,345.345,342.501,337.772,343.493,329.711,343.273,318.81,342.413,312.858,335.933,330.187,331.737,337.94,332.029,345.107,331.133,359.736,333.67,344.795,330.472,337.572,331.414,329.951,331.143
5,264.452,242.048,272.414,228.705,288.07,222.743,304.763,224.341,320.478,230.142,344.211,229.292,359.959,221.946,377.891,219.124,394.637,224.06,403.634,238.775,332.997,250.199,333.107,262.555,333.267,274.739,333.447,287.786,318.467,304.748,326.381,305.694,334.459,306.455,342.47,305.147,350.629,303.388,281.649,257.017,289.902,251.886,300.159,251.326,310.344,257.256,300.099,259.64,289.848,260.212,357.465,255.697,367.867,249.569,378.427,249.56,386.887,254.265,378.609,258.001,367.888,257.848,306.489,336.127,316.436,325.983,327.723,320.392,335.227,322.477,342.051,320.025,351.936,325.244,363.288,334.542,352.144,338.58,343.162,339.69,335.531,340.587,327.612,340.396,316.987,339.723,311.239,335.192,327.906,330.466,335.631,330.844,342.8,329.985,357.933,333.632,342.586,328.848,335.404,329.664,327.782,329.323
6,261.887,243.192,270.055,228.776,286.794,222.508,304.568,223.75,320.815,230.395,342.13,230.109,357.923,221.722,376.595,219.076,394.252,224.132,404.296,238.814,332.798,250.072,333.057,262.341,333.313,274.535,333.603,287.312,317.661,304.038,326.122,305.201,334.354,306.011,342.151,304.772,349.926,303.188,280.177,256.614,288.799,251.262,299.488,251.19,309.508,257.459,299.146,259.72,288.6,259.955,356.062,256.164,366.502,249.606,377.121,249.497,386.144,254.637,377.779,258.009,366.976,258.181,304.19,334.649,315.089,325.209,326.645,319.699,334.259,321.962,341.565,319.63,351.856,324.731,362.639,333.146,351.523,337.67,341.882,338.951,333.89,339.842,325.786,339.415,314.95,338.537,309.057,333.738,326.541,329.433,334.503,330.089,342.072,329.361,356.866,332.21,341.474,329.266,333.826,329.877,326.091,329.264
7,262.668,241.959,271.46,228.513,287.564,222.015,304.826,223.359,320.454,229.081,342.082,228.908,358.31,221.354,377.03,218.663,394.802,224.381,403.709,239.596,332.304,249.553,332.4,261.505,332.539,273.485,332.683,286.155,317.323,302.927,325.585,304.165,333.649,304.966,341.941,303.669,350.042,301.933,280.828,256.023,289.04,250.891,299.599,250.587,309.358,256.15,299.389,259.049,288.953,259.698,356.115,255.207,366.357,249.127,376.92,249.129,385.596,253.878,377.523,257.817,366.815,257.853,305.515,335.768,315.931,325.143,326.932,318.971,334.288,321.236,341.598,318.914,351.996,324.455,362.201,334.145,351.586,338.933,342.029,340.158,334.17,341.092,326.203,340.946,315.974,340.637,310.592,334.481,326.89,329.835,334.621,330.147,342.125,329.63,356.883,332.887,341.551,329.694,334.018,330.339,326.326,329.997
8,261.34,240.853,270.207,227.663,286.394,221.778,303.785,223.416,319.837,229.611,342.378,228.425,358.516,220.573,377.194,218.26,394.759,223.815,404.339,238.466,331.808,248.9,331.637,261.291,331.502,273.663,331.398,286.965,316.727,303.09,324.627,304.285,332.273,305.322,340.47,304.092,348.449,302.438,279.703,255.662,288.461,250.468,299.086,250.402,309.061,256.145,298.715,258.362,288.21,258.883,356.255,255.036,366.399,249.059,377.159,249.187,386.155,253.956,377.625,257.332,366.799,257.26,303.592,334.048,313.637,324.267,324.837,318.605,332.781,320.667,340.596,318.376,350.723,323.896,361.696,332.563,350.396,337.245,340.977,338.901,332.791,339.918,324.275,339.375,313.614,337.988,308.834,333.033,324.873,328.511,333.165,328.97,341.104,328.172,355.776,331.789,340.6,327.573,332.667,328.494,324.522,328.006
9,260.55,241.922,268.904,228.505,285.014,222.29,302.062,223.61,318.069,229.815,340.819,228.983,356.682,220.948,375.009,218.277,392.552,223.672,401.731,238.42,330.889,249.035,330.903,261.222,331.071,273.418,331.221,286.216,315.952,302.556,324.051,303.69,332.026,304.422,339.947,303.148,347.976,301.828,279.223,255.787,287.682,250.417,298.059,250.361,307.804,256.358,297.748,258.703,287.378,259.031,354.944,254.705,365.126,248.43,375.525,248.205,384.336,253.125,376.068,256.624,365.495,256.771,302.277,333.902,312.807,324.832,324.533,319.055,332.631,321.294,340.017,318.869,350.111,324.121,361.12,332.269,349.743,337.129,340.305,338.442,332.296,339.208,323.783,339.023,312.63,338.131,307.143,333.231,324.405,328.834,332.749,329.282,340.441,328.558,355.815,331.654,340.153,327.702,332.39,328.33,324.243,327.891
10,260.084,242.384,268.021,228.655,284.018,222.472,301.186,223.909,316.827,229.792,338.8,229.353,354.559,220.922,373.015,217.743,390.675,223.163,399.911,237.831,328.857,249.303,328.948,261.692,329.119,274.142,329.303,287.407,314.216,303.763,322.385,305.099,330.357,306.019,338.497,304.538,346.603,302.367,277.126,256.562,285.888,251.181,296.322,251.134,306.755,257.173,296.124,259.485,285.692,259.979,352.115,255.263,362.855,248.753,373.582,248.383,382.503,253.229,374.119,256.936,363.301,257.221,302.689,335.56,312.863,325.311,323.485,319.336,330.881,321.317,338.013,319.142,348.415,324.569,359.809,333.325,348.634,338.104,339.272,339.567,331.567,340.434,323.548,339.878,313.386,339.226,307.49,334.418,323.564,329.779,331.347,330.167,338.715,329.529,354.29,332.547,338.621,328.937,331.26,329.348,323.58,328.954
