time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,250.659,198.863,258.805,185,275.101,181.023,291.02,182.439,306.081,187.755,327.135,184.891,343.172,176.844,360.934,173.252,379.399,176.641,389.941,190.803,316.979,204.124,317.088,217.707,317.218,230.661,317.236,244.432,302.8,260.738,311.317,262.129,319.727,263.1,328.272,260.747,336.746,258.408,268.181,214.57,275.908,208.701,287.018,207.614,298.562,212.779,287.553,215.766,276.614,217.205,340.273,209.357,351.039,202.789,362.528,202.89,372.037,207.327,362.982,211.004,351.286,210.92,290.382,292.835,300.817,282.875,311.858,276.844,320.307,278.742,328.073,276.049,339.545,280.338,352.779,288.549,339.541,294.584,329.074,297.02,320.427,298.188,311.682,298.482,301.308,297.844,295.226,292.105,312.233,287.402,320.839,287.172,329.073,286.302,346.673,288.446,327.968,285.036,319.732,286.039,311.604,286.41
2,250.53,200.595,256.256,184.447,272.511,179.07,289.023,180.382,304.593,186.332,323.719,184.124,339.527,175.897,357.232,171.599,375.69,174.615,386.058,189.112,314.811,201.259,315.266,215.421,315.638,229.331,316.011,243.995,300.404,257.572,309.119,259.08,318.058,260.393,327.035,257.778,336.013,255.54,267.567,213.571,274.674,208.654,284.785,207.131,296.789,210.091,285.789,213.443,275.722,215.18,337.728,205.586,348.405,200.4,359.177,200.053,368.633,203.532,359.59,206.905,348.527,207.039,288.814,286.364,299.661,278.593,309.947,274.423,318.606,276.117,326.987,273.554,338.365,276.675,352.949,282.938,338.462,287.317,327.442,288.428,318.326,289.37,309.242,289.608,299.528,289.803,293.328,285.762,310.254,281.779,319.012,281.895,327.836,280.728,347.49,282.633,326.807,279.323,318.056,280.169,309.44,280.456
3,249.902,198.992,256.141,183.089,271.931,177.338,288.318,178.844,304.302,184.906,325.671,182.725,341.522,174.22,359.584,170.259,377.93,174.275,387.95,189.463,315.805,202.355,316.522,215.958,317.088,229.021,317.584,243.103,301.444,258.009,310.576,259.314,319.618,260.446,328.586,257.802,337.87,255.481,265.875,213.208,273.378,207.992,284.184,207.328,295.382,211.882,284.729,214.895,274.007,216.008,341.31,208.438,352.114,202.539,362.764,201.99,372.224,206.167,363.555,209.676,352.56,209.896,289.034,285.816,301.477,277.993,312.925,273.299,321.054,274.848,328.343,272.389,339.892,275.254,354.208,281.075,340.399,286.343,329.884,288.09,321.979,289.327,313.527,289.756,302.051,289.914,293.97,285.176,313.274,280.384,321.402,280.542,329.116,279.231,348.431,280.845,328.777,279.821,321.143,280.806,313.186,281.075
4,249.334,199.577,256.191,184.238,272.096,178.055,289.069,179.268,305.001,186.092,325.654,183.811,341.425,174.527,359.497,170.612,377.625,174.235,388.375,189.389,316.693,202.555,317.397,215.74,318.057,228.639,318.594,242.381,302.003,257.165,311.34,258.47,320.678,259.492,329.646,256.868,338.728,254.806,267.095,212.959,274.732,208.121,285.224,207.068,296.952,211.339,286.092,214.205,275.683,215.575,340.913,207.535,352.082,201.927,362.697,201.609,371.642,205.64,363.153,209.21,352.288,209.089,290.495,285.86,302.268,277.761,313.813,272.923,321.882,274.596,329.331,272.121,340.69,275.159,354.723,281.276,340.783,286.251,330.242,287.801,322.047,288.935,313.72,289.111,302.558,288.914,294.832,284.948,314.098,280.301,322.262,280.531,330.082,279.291,349.019,280.822,329.403,278.775,321.677,279.724,313.678,280.016
5,249.826,199.751,256.526,184.283,272.171,178.172,288.648,179.441,304.635,185.547,325.64,183.202,341.512,174.349,359.293,170.29,377.331,173.93,387.369,188.972,316.352,201.749,316.917,215.161,317.369,228.2,317.795,242.191,301.624,256.541,310.864,258.096,319.953,259.284,329.103,256.556,338.245,254.269,267.569,212.489,274.86,207.793,284.798,206.839,296.36,209.9,285.889,212.841,275.944,214.514,340.446,206.528,351.464,201.45,361.751,201.471,370.75,205.146,361.933,208.05,351.44,208.011,289.675,285.273,301.53,277.395,312.689,273.006,321.13,274.574,328.706,272.085,340.493,274.711,354.29,280.909,340.394,285.628,329.619,287.139,321.177,288.437,312.55,288.764,302.088,288.766,294.459,284.702,313.028,280.163,321.555,280.342,329.527,279.031,348.433,280.725,328.62,277.834,320.642,278.946,312.487,279.332
6,250.378,199.209,256.726,184.025,272.317,178.307,289.071,179.43,305.391,185.415,325.169,183.295,341.793,175.378,360.068,172.279,378.42,176.237,388.726,191.842,316.264,201.283,316.897,215.138,317.441,228.036,317.893,242.264,301.266,256.31,310.362,258.197,319.361,259.467,328.706,256.681,338.048,253.99,268.29,209.718,275.611,204.37,286.388,203.202,298.135,207.628,287.207,210.524,276.46,212.186,338.835,204.742,349.795,198.757,360.959,199.252,370.57,203.912,361.064,206.911,349.785,206.7,289.162,285.087,300.836,276.345,312.476,272.182,320.621,273.911,328.149,271.55,340.133,274.612,353.839,281.547,339.652,286.631,328.555,288.448,320.388,289.495,311.943,289.568,300.843,288.818,293.858,284.267,312.6,279.408,320.914,279.486,328.809,278.567,348.079,281.034,327.756,278.575,320.01,279.545,312.036,279.728
7,249.452,195.654,255.738,180.236,271.23,173.989,288.017,174.808,303.953,180.183,326.032,176.173,341.829,168.853,359.761,165.957,377.736,170.351,386.474,186.234,316.213,198.203,316.938,211.772,317.613,224.966,318.167,238.968,301.642,253.878,310.814,254.746,319.906,255.581,328.85,253.184,337.73,251.577,266.728,208.126,273.939,202.206,284.85,201.53,296.337,206.698,285.498,209.736,274.544,210.996,339.559,203.559,350.206,196.856,361.471,196.652,370.688,201.747,362.114,205.584,350.68,205.532,290.279,282.302,301.894,273.416,313.33,268.792,321.058,270.465,328.137,267.814,340.029,270.847,353.251,278.014,340.422,283.232,329.452,285.827,321.775,286.794,313.976,287.148,302.56,286.863,294.845,281.619,313.649,276.073,321.388,276.193,328.863,274.892,347.733,277.389,328.537,275.441,321.216,276.608,313.814,276.924
8,249.738,193.02,255.545,178.065,270.508,172.421,286.497,172.905,302.057,176.876,323.676,174.829,339.484,167.745,356.674,164.199,374.091,167.925,384.271,181.996,315.28,192.201,315.888,207.98,316.503,223.038,317.203,239.039,300.084,252.056,309.518,254.609,319.448,256.175,328.721,253.065,338.046,249.907,266.959,198.271,274.701,192.912,285.493,192.358,296.255,198.556,285.767,199.686,275.093,200.443,336.672,195.206,346.804,187.536,357.404,186.339,366.805,190.577,358.139,193.916,347.595,194.685,290.757,281.825,300.762,274.282,311.605,270.147,320.483,271.895,328.839,269.091,340.925,271.593,354.001,278.37,341.354,283.632,330.329,286.044,321.136,287.26,311.844,287.089,301.44,285.735,295.484,281.606,312.014,277.275,320.95,277.412,329.761,275.91,348.673,278.281,329.226,276.456,320.33,277.264,311.607,277.513
9,253.803,194.518,257.918,178.832,271.812,171.761,287.301,171.497,301.676,176.921,325.071,174.498,340.705,167.135,358.38,165.316,375.815,171.405,384.661,187.298,315.864,197.763,316.282,210.935,316.617,223.545,317.135,236.977,301.178,253.146,310.223,254.758,319.239,255.503,328.207,253.214,337.142,250.748,270.697,207.906,277.532,201.537,288.096,200.365,299.305,205.476,289.079,207.971,278.431,209.498,337.435,202.578,348.052,196.247,358.771,196.331,368.472,201.339,359.306,203.856,348.359,203.731,290.835,283.095,301.563,273.727,312.69,268.81,320.711,270.432,328.595,268.008,340.041,271.303,352.902,279.104,340.269,284.675,329.917,286.831,321.25,288.125,312.676,287.969,302.028,287.244,295.588,282.783,313.271,277.395,321.299,277.276,329.616,276.116,346.826,279.047,328.618,276.107,320.504,277.019,312.553,277.429
10,250.882,195.393,256.398,180.207,271.552,174.461,287.925,174.943,303.794,180.107,326.592,177.226,341.307,169.702,357.912,166.394,374.771,169.824,383.706,183.364,316.004,195.299,316.95,209.822,317.972,223.611,319.049,238.538,302.988,252.422,311.909,253.743,320.954,254.81,329.316,252.009,337.623,249.838,269.128,204.248,276.176,197.449,286.948,196.475,298.391,202.912,287.866,205.064,277.149,206.468,337.446,199.069,346.522,190.76,357.427,189.699,366.954,195.118,358.656,198.811,347.621,199.187,290.604,282.838,300.361,273.359,312.923,268.422,321.448,269.676,329.127,267.2,341.789,269.814,353.428,278.138,342.64,289.488,331.183,295.515,322.525,296.959,313.397,297.31,301.037,293.817,295.285,282.77,313.611,275.971,322.132,275.787,330.182,274.587,347.97,278.322,329.783,283.832,321.523,285.361,313.184,285.703
11,251.619,195.393,257.828,181.177,272.808,175.952,288.714,175.806,303.462,180.826,327.086,177.891,340.578,170.051,356.978,166.395,373.438,168.746,383.212,181.047,315.663,194.596,316.667,209.285,317.671,223.286,318.905,238.536,302.878,251.799,311.991,253.476,321.372,254.769,329.973,251.678,338.714,248.485,268.91,202.323,276.26,194.666,287.854,193.747,299.376,201.612,288.456,203.592,276.928,204.804,334.845,197.062,344.094,187.293,355.671,185.855,364.903,191.559,357.288,195.832,345.547,196.876,290.233,281.204,300.119,273.01,312.757,268.293,321.685,269.577,329.637,266.76,342.467,269.237,354.536,276.266,343.56,287.926,331.694,293.945,322.798,295.545,313.432,295.569,300.692,292.042,294.668,281.352,313.47,275.302,322.421,275.146,330.717,273.795,349.419,277.034,330.22,282.737,321.666,284.29,312.882,284.433
