time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,238.274,194.506,248.728,177.916,267.557,172.713,287.586,174.178,306.524,181.26,331.218,179.838,350.054,169.807,371.391,166.025,392.502,169.596,407.204,183.711,320.729,203.264,321.644,219.06,322.54,234.267,323.43,250.222,304.863,271.89,314.773,272.718,324.195,273.503,334.269,271.304,344.334,269.427,259.282,214.797,269.457,209.843,281.563,208.658,293.997,213.742,282.401,216.718,270.22,217.836,349.895,210.61,362.402,204.977,374.579,204.876,385.773,208.974,375.129,212.671,362.664,212.792,289.353,308.149,302.275,296.599,315.875,289.344,325.824,291.846,335.519,288.786,349.06,294.811,362.998,305.144,349.255,311.499,336.947,313.94,326.048,315.354,315.703,315.382,302.64,314.537,296.334,307.413,316.407,302.256,326.207,302.387,336.408,301.574,355.445,304.482,335.491,300.006,325.099,300.924,315.532,300.917
2,239.817,193.315,250.03,177.5,268.716,172.78,288.194,174.403,306.613,181.278,333.357,180.815,351.296,171.147,372.219,166.864,393.047,170.403,406.882,185.114,321.433,202.278,322.332,218.847,323.226,234.995,324.032,251.68,305.322,271.764,315.385,273.182,325.062,274.504,334.897,271.986,344.983,269.689,260.321,215.016,270.027,209.325,282.344,207.998,294.265,213.435,282.817,217.088,270.552,218.181,350.19,210.464,362.534,204.577,375.059,204.516,386.677,209.067,375.568,213.142,362.901,213.106,290.611,307.823,303.267,296.898,316.127,289.976,326.631,292.404,335.939,289.284,349.191,295.062,363.731,304.811,349.792,312.068,337.703,313.991,327.478,315.204,316.418,314.834,303.778,313.946,296.798,307.043,316.704,302.192,327.066,302.654,336.882,301.357,356.287,304.043,336.271,299.861,326.467,300.754,316.279,300.759
3,237.773,193.496,248.751,177.717,267.755,172.853,287.874,174.431,306.593,181.672,332.675,180.345,350.432,170.261,371.214,166.376,392.305,169.69,406.863,182.844,320.569,203.54,321.543,219.679,322.589,235.267,323.574,251.472,305.222,271.966,314.876,272.925,324.343,274.089,334.25,271.77,344.124,269.81,259.302,214.866,269.456,209.482,281.91,208.424,293.973,213.99,282.382,217.596,269.903,218.518,350.156,210.74,362.536,204.725,375.056,204.378,386.069,208.802,375.66,212.952,362.847,213.142,289.905,308.594,302.82,296.728,315.998,289.144,325.916,291.376,334.951,288.307,348.207,294.635,362.284,305.433,348.197,312.034,336.018,315.048,326.023,316.384,315.927,316.394,303.021,315.828,296.229,308.011,316.639,302.842,326.315,303.029,335.918,301.965,355.357,304.766,334.664,300.92,325.148,301.894,315.772,302.06
4,238.457,192.783,249.32,177.155,268.248,171.833,287.764,173.251,305.737,180.148,332.505,179.571,350.405,170.249,371.261,165.796,391.712,169.1,405.164,183.476,320.954,202.074,321.987,218.389,323.064,234.173,324.121,250.399,305.543,271.728,315.156,272.499,324.664,273.223,334.241,271.183,343.572,269.164,259.321,214.902,269.117,209.241,281.324,208.248,292.854,213.834,281.746,217.035,269.621,217.99,350.478,210.409,362.947,204.587,375.068,204.401,385.727,209.113,375.469,212.789,363.084,212.792,290.329,309.127,303.402,296.894,316.071,289.122,325.6,291.278,334.588,288.394,347.449,294.779,361.341,305.704,348.031,311.285,336.239,313.824,326.269,315.201,316.199,315.274,303.853,315.026,296.97,308.091,316.714,301.753,326.096,301.442,335.596,300.786,354.417,304.781,334.929,299.861,325.344,300.865,316.106,301.185
5,238.822,193.383,249.284,177.166,268.323,172.01,288.472,173.452,307.129,180.322,334.049,178.949,351.916,169.818,372.522,165.798,393.076,169.362,407.07,182.912,321.115,202.855,321.974,219.398,322.775,235.248,323.527,251.705,304.871,272.715,314.912,273.482,324.67,274.599,334.785,272.333,345.19,270.068,259.771,214.354,269.569,209.345,281.757,208.412,293.573,213.427,281.986,217.09,269.823,217.983,351.146,210.095,362.935,204.503,375.401,204.6,386.648,208.803,375.55,212.936,362.944,212.915,289.777,309.207,302.485,297.874,315.639,290.063,325.779,292.353,335.226,289.242,348.861,295.389,363.021,305.532,349.237,312.681,337.006,315.233,326.584,316.434,315.806,316.27,302.901,315.501,296.672,308.587,316.263,303.742,326.226,303.759,336.088,302.68,355.365,304.932,335.628,300.144,325.774,301.175,315.791,301.314
6,238.615,193.614,248.806,176.715,268.389,171.724,288.265,173.822,307.685,181.69,332.756,180.324,351.091,170.122,372.171,166.184,393.326,169.82,407.804,183.975,321.36,203.577,322.12,219.532,322.861,234.994,323.732,251.066,305.451,272.128,315.144,273.274,324.838,274.288,334.824,272.111,344.893,269.782,260.137,214.641,270.145,209.386,282.224,208.378,294.837,214.065,282.922,217.111,270.893,218.091,351.124,210.977,363.297,204.804,375.709,204.54,386.601,209.209,376.158,213.135,363.534,213.129,289.95,308.669,303.159,297.422,316.523,289.675,326.424,292.043,335.479,288.922,348.979,295.112,363.075,305.013,349.197,311.115,337.317,313.97,326.996,315.298,316.625,315.254,303.762,314.7,296.361,307.96,317.154,302.686,326.814,302.973,336.358,301.823,355.596,304.414,335.716,299.582,326.089,300.668,316.452,300.884
7,239.336,193.19,249.737,176.543,269.346,171.557,289.15,173.867,307.985,181.531,332.561,180.534,351.346,169.975,372.783,165.949,394.751,169.96,409.109,184.753,322.066,203.291,323.026,218.776,323.887,233.818,324.721,249.325,306.61,271.658,316.061,272.963,325.357,273.644,335.451,271.585,345.099,269.36,260.834,214.799,270.884,209.29,282.972,208.321,295.394,213.558,283.79,217.093,271.574,218.069,351.434,210.33,364.224,204.296,376.205,204.279,387.359,208.929,376.561,212.766,364.227,212.815,291.292,310.156,303.919,297.787,316.629,290.013,325.943,292.236,334.629,289.522,348.095,296.051,362.892,306.734,348.443,313.26,336.176,315.218,326.219,316.287,316.407,315.944,304.32,315.623,297.131,309.122,317.308,303.065,326.427,302.949,335.7,302.186,355.851,305.65,334.643,301.538,325.315,302.159,316.301,302.381
8,239.071,193.84,249.225,177.565,268.385,172.139,287.895,173.493,306.677,179.696,333.906,178.829,351.832,169.952,372.339,165.761,393.328,168.641,408.295,181.999,321.82,202.825,322.635,218.807,323.468,234.258,324.224,250.374,305.059,271.209,315.238,272.179,325.197,273.125,335.228,270.68,345.348,269.017,260.136,214.511,270.358,209.69,282.521,208.657,294.463,212.97,282.969,216.469,270.908,217.452,351.913,209.215,364.118,204.342,376.292,204.381,387.967,208.171,376.614,211.696,364.329,211.858,290.71,307.615,303.949,296.397,317.183,289.027,326.751,291.396,335.464,288.158,348.569,294.043,363.319,303.356,348.847,310.417,337.033,312.818,327.082,314.277,316.701,314.421,303.789,314.21,297.081,306.767,317.672,301.652,327.212,301.671,336.465,300.742,356.007,302.823,335.643,297.774,326.303,298.779,316.744,299.317
9,239.99,192.919,251.369,176.511,271.614,172.065,291.942,174.198,310.438,182.23,332.195,180.849,351.04,170.687,372.689,166.227,394.016,169.763,407.76,184.812,323.049,203.178,323.827,219.017,324.621,234.444,325.439,250.401,305.874,270.915,316.288,272.177,326.273,272.994,335.98,270.9,345.806,268.892,260.727,214.464,270.845,208.755,283.159,207.923,295.83,213.312,283.864,216.918,271.371,217.935,350.511,210.084,363.188,204.165,375.538,204.313,387.01,208.811,376.212,212.512,363.594,212.546,290.247,308.593,303.945,296.638,317.252,288.727,327.109,290.955,336.251,287.925,349.435,294.093,363.438,304.056,349.868,312.608,338.089,315.46,327.815,316.994,317.388,316.94,304.223,315.974,297.14,307.639,317.835,302.147,327.576,301.73,337.214,300.787,355.625,303.731,336.69,300.535,326.916,301.62,317.244,301.882
10,238.091,194.123,248.687,177.641,267.799,171.706,287.54,173.287,306.735,180.66,334.053,179.365,352.11,169.674,372.739,165.921,393.586,169.21,408.295,183.102,322.033,202.712,322.954,219.016,323.795,235.064,324.601,251.653,305.723,271.754,315.752,273.312,325.662,274.517,335.954,272.166,345.662,269.654,260.002,214.473,270.414,209.237,282.489,208.115,294.703,213.688,283.207,216.676,271.064,217.612,352.048,210.126,364.789,204.471,376.78,204.429,387.982,208.974,376.842,212.282,364.604,212.331,290.665,308.765,303.455,297.378,317.367,290.06,327.09,292.301,336.448,289.455,349.854,295.342,364.743,305.092,350.372,312.628,338.203,315.384,327.544,316.763,317.34,316.698,304.075,316.014,296.873,308.131,317.781,303.022,327.418,303.078,337.165,302.224,357.506,304.634,336.81,301.167,326.771,302.056,317.29,302.499
