time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,266.74,214.281,275.315,199.26,292.346,194.451,309.716,196.762,325.771,203.029,347.609,201.896,364.326,192.805,383.965,188.277,403.862,192.279,417.137,204.891,337.983,221.38,338.312,236.167,338.462,250.353,338.63,265.201,323.374,282.525,332.116,284.036,340.448,285,349.474,282.984,358.565,281.251,285.034,231.353,293.137,226.366,304.482,225.562,315.873,230.693,304.954,233.861,293.603,234.666,365.341,227.751,376.483,221.825,388.153,221.748,398.861,225.844,388.908,229.905,376.968,230.098,311.039,314.927,322.061,305.381,333.212,299.55,341.663,301.654,349.784,298.762,361.427,303.842,375.923,312.785,361.751,319.124,351.117,321.184,341.931,322.34,333.178,322.187,322.372,321.454,316.734,314.504,333.599,310.541,341.993,310.506,350.561,309.638,369.115,312.236,349.986,308.358,341.392,309.175,333.04,309.289
2,268.672,211.823,277.429,198.5,293.676,194.759,310.32,196.785,325.667,203.011,346.625,201.535,363.893,192.889,383.932,189.199,403.588,192.752,417.735,204.461,337.479,222.211,337.576,236.089,337.721,249.863,337.681,263.782,323.132,282.023,331.434,283.363,339.511,283.874,348.572,282.301,357.566,280.577,285.103,231.442,293.636,226.136,304.776,225.617,315.613,231.084,305.159,233.849,294.067,234.716,365.248,227.964,376.565,221.737,388.098,221.622,399.112,225.823,388.675,229.535,376.949,229.684,311.638,313.991,321.327,304.109,332.143,297.728,340.51,299.51,348.834,296.972,360.712,302.56,375.888,311.7,361.136,317.403,350.43,319.176,341.292,320.438,332.654,320.397,322.031,319.433,316.869,313.533,332.929,308.723,341.108,308.616,349.948,307.734,369.157,311.333,349.228,307.286,340.454,308.129,332.322,308.54
3,268.334,213.082,277.878,199.106,294.404,194.884,310.686,197.2,326.345,203.456,346.912,202.182,364.069,193.218,383.692,189.387,403.588,193.121,417.592,206.152,337.844,221.087,337.759,235.226,337.561,249.164,337.244,263.658,322.869,281.977,331.284,283.143,339.483,284.163,348.497,282.183,357.455,280.399,285.786,232.077,294.233,226.688,305.424,225.847,316.811,231.056,305.742,234.002,294.493,234.861,365.175,227.879,375.889,222.166,387.633,221.659,398.421,225.673,388.306,229.461,376.473,229.81,312.014,314.379,321.131,304.63,331.693,298.466,340.807,300.394,349.339,297.52,361.582,302.801,375.733,311.93,362.073,317.403,351.07,319.867,341.724,321.213,332.394,321.088,321.597,320.277,317.102,313.803,332.472,308.932,341.359,308.982,350.357,308.09,369.021,311.393,349.925,307.752,340.938,308.92,332.021,309.188
4,267.114,211.863,276.497,198.329,293.114,194.134,310.211,196.531,326.261,202.982,347.304,202.396,363.564,193.161,382.588,188.944,401.715,191.34,414.871,203.528,337.476,222.969,337.805,236.742,338.095,250.067,338.281,263.847,322.928,282.203,331.4,283.622,339.879,284.414,348.817,282.33,357.936,280.221,284.921,231.861,293.337,226.833,304.377,226.169,314.984,231.17,304.702,234.353,293.622,235.056,364.493,227.873,374.779,222.184,386.141,221.561,396.532,225.193,386.816,229.263,375.349,229.727,310.965,314.198,321.464,304.662,332.987,298.299,341.032,300.145,348.502,297.565,360.307,302.14,373.228,311.519,360.111,317.861,349.2,321.055,341.006,322.162,332.682,322.03,321.751,320.951,316.246,313.515,333.529,308.856,341.424,308.775,349.365,307.905,367.041,310.953,348.311,308.142,340.496,309.248,332.676,309.408
5,267.069,212.545,276.93,199.262,294.134,195.065,311.454,197.129,326.944,204.029,347.683,202.923,364.986,192.856,385.484,189.014,405.9,192.35,421.032,204.601,337.648,223.209,337.557,237.014,337.386,250.695,337.104,264.777,322.528,281.879,330.878,283.507,339.225,284.645,348.651,282.727,358.068,280.593,284.685,232.227,293.911,226.92,305.056,226.086,315.811,231.548,305.051,234.447,294.153,235.261,366.464,228.05,377.272,221.692,389.143,221.73,400.443,225.982,389.68,229.743,377.732,229.873,311.106,314.633,320.66,304.225,331.537,297.638,340.397,299.57,349.017,296.843,361.279,302.352,376.808,311.628,362.12,317.639,350.566,319.425,341.266,320.417,332.081,320.423,321.394,319.66,316.432,313.73,332.329,308.342,340.966,308.183,350.125,307.378,370.1,311.24,349.407,307.195,340.435,308,331.858,308.374
6,268.29,212.372,277.743,198.422,294.324,194.258,311.349,196.939,326.902,203.259,348.002,202.286,364.692,193.189,384.271,188.853,404.047,191.972,418.085,204.077,338.452,221.481,338.561,235.316,338.528,248.908,338.531,262.896,323.822,281.497,332.331,282.79,340.508,283.558,349.678,281.702,358.624,279.701,286.179,231.895,294.724,226.591,305.95,226.038,316.732,231.048,306.19,234.326,294.932,235.192,365.666,227.85,376.281,221.788,387.906,221.598,398.739,225.795,388.416,229.831,376.625,230.008,312.702,314.094,322.003,303.862,332.52,297.457,341.319,299.318,349.654,296.691,361.679,302.37,375.7,311.605,362.211,316.918,351.264,319.323,342.385,320.567,333.298,320.572,322.888,319.769,317.644,313.338,333.256,308.29,341.925,308.333,350.567,307.385,369.537,310.967,349.989,306.899,341.436,307.645,333.031,308.021
7,268.781,212.325,278.204,198.312,295.108,194.231,312.482,196.646,328.186,203.778,348.277,202.916,364.585,193.524,383.682,189.327,403.248,191.967,416.194,205.15,339.09,221.991,339.395,235.976,339.577,249.716,339.781,263.827,324.445,281.912,333.034,283.145,341.362,284.036,350.455,282.017,359.165,280.11,286.202,231.191,294.858,225.835,305.619,225.313,316.217,230.519,305.914,233.271,295.122,234.052,366.066,227.747,376.995,221.694,388.267,221.612,398.292,226.027,388.647,229.695,377.222,229.792,312.218,313.954,322.543,303.612,334.105,297.288,342.301,299.398,350.407,296.658,362.642,301.783,376.217,311.711,363.146,317.99,352.198,321.09,343.213,322.311,334.492,322.258,323.408,321.005,317.793,313.239,334.578,308.217,342.742,308.32,351.265,307.57,370.028,311.081,351.06,308.198,342.523,309.268,334.49,309.425
8,268.795,213.212,277.916,198.992,294.886,194.434,312.788,196.543,329.006,203.43,348.347,203.274,365.198,193.673,384.986,189.436,404.38,192.929,417.495,205.839,339.586,222.464,339.888,236.493,340.145,250.239,340.37,264.52,324.88,281.333,333.403,282.629,341.794,283.659,350.706,281.905,359.682,279.925,286.565,230.514,295.257,225.689,306.227,225.289,316.786,230.753,306.229,233.534,295.268,233.971,366.483,228.402,376.884,222.249,388.204,221.817,398.621,225.818,388.889,229.945,377.398,230.307,312.604,312.944,323.306,303.42,334.081,297.258,342.596,299.216,350.228,296.796,361.623,301.721,375.534,310.984,362.086,316.656,351.703,319.034,343.25,320.06,334.429,319.85,323.615,318.689,317.914,312.369,334.613,307.904,342.901,307.999,351.035,307.307,369.042,310.307,350.647,306.841,342.607,307.683,334.257,307.835
9,268.833,212.339,278.097,198.299,295.057,193.414,312.424,195.639,328.343,202.474,348.745,201.887,364.997,192.331,384.308,188.709,403.97,191.784,417.856,204.356,339.065,222.075,339.489,235.709,339.756,249.436,339.958,263.558,325.077,281.861,333.411,283.315,341.941,283.911,351.143,282.154,360.39,279.771,286.454,231.347,295.073,226.111,306.295,225.369,317.109,230.903,306.557,233.266,295.369,234.069,367.523,227.837,377.835,221.95,389.335,221.596,399.493,225.839,389.838,229.297,378.1,229.443,311.885,313.98,322.824,304.034,334.092,297.451,343.094,299.42,351.247,296.734,363.054,301.805,376.929,311.315,363.242,317.743,352.206,320.428,343.202,321.562,334.076,321.783,323.218,321.007,317.308,313.439,334.343,308.337,343.239,308.367,351.867,307.666,370.58,310.712,351.478,307.873,342.908,308.769,334.091,309.286
10,269.687,212.96,278.509,198.036,295.974,193.524,313.923,196.251,329.882,203.909,349.242,202.141,366.558,192.872,386.485,189.159,406.739,192.563,419.603,206.246,340.237,222.313,340.379,236.179,340.377,249.709,340.336,263.853,324.994,281.28,333.495,282.947,341.787,283.928,351.005,281.886,359.8,279.759,287.176,231.079,296.064,225.609,307.332,225.24,318.013,230.873,307.141,233.588,296.076,234.156,367.378,228.581,378.507,222.066,390.041,221.983,399.993,226.685,390.651,230.545,378.993,230.786,312.125,313.258,322.699,303.89,333.839,297.817,342.462,299.866,351.55,297.272,363.518,302.486,377.412,311.466,363.639,317.287,352.436,320.004,342.625,321.189,333.613,321.158,323.049,319.78,317.967,312.664,334.139,308.318,342.587,308.529,352.062,307.797,371.011,310.685,351.669,307.889,342.325,308.747,333.974,308.735
11,270.581,210.569,279.825,197.956,296.009,194.407,312.313,196.531,327.44,202.937,349.997,202.527,366.452,192.985,386.146,189.323,405.974,192.682,419.773,205.08,339.625,220.403,339.683,234.521,339.688,248.447,339.653,262.784,324.882,280.737,333.311,281.994,341.593,282.831,350.563,281.192,359.596,279.669,287.28,230.45,295.884,225.632,306.649,225.155,317.399,229.664,306.822,232.936,296.109,233.618,367.148,227.238,378.221,221.665,389.801,221.845,400.738,226.084,390.164,229.955,378.405,229.778,312.086,312.806,322.628,303.162,333.583,296.842,342.16,298.689,350.472,296.073,362.783,301.741,377.259,311.308,363.423,315.985,351.97,317.746,342.96,318.676,334.214,318.668,323.237,317.468,317.628,312.06,334.215,307.616,342.638,307.539,351.36,306.88,370.933,310.554,350.874,305.641,342.22,306.28,333.961,306.604
12,271.234,210.528,280.652,196.923,297.267,193.717,314.222,196.33,329.781,203.383,349.099,202.409,366.345,193.611,385.874,189.474,405.725,193.123,418.581,206.711,340.72,221.063,340.78,235.147,340.697,249.146,340.606,263.37,325.722,281.335,333.884,282.909,341.737,284.151,350.661,282.318,359.643,280.661,288.064,230.284,296.361,225.367,307.501,224.843,318.729,229.583,307.997,233.063,296.901,233.951,367.032,227.423,378.441,221.812,390.015,221.895,400.438,225.947,390.613,230.191,378.85,230.055,313.154,313.938,323.806,304.38,334.936,298.071,342.991,300.169,351.326,297.701,363.317,303.221,377.334,312.581,363.2,318.118,351.942,319.844,343.134,320.597,334.684,320.335,323.723,319.469,318.432,313.47,335.532,309.171,343.485,309.236,352.124,308.651,370.617,312.102,351.098,307.377,342.476,308.014,334.607,308.273
13,269.562,212.138,279.206,197.71,296.538,193.707,313.573,196.746,329.231,203.747,350.204,203.049,367.087,193.586,386.386,189.707,406.186,193.496,419.144,206.965,340.914,220.815,341.132,234.676,341.29,248.264,341.391,262.256,326.479,280.372,334.963,281.337,343.015,282.196,351.491,280.493,359.928,279.253,287.137,230.734,296.093,225.462,307.283,224.828,317.97,230.07,307.514,232.981,296.421,233.792,367.02,227.941,378.435,221.857,389.812,221.645,399.94,226.233,390.353,229.944,378.786,229.965,313.115,312.217,324.428,302.678,335.692,296.54,343.732,298.672,351.505,296.174,363.842,301.716,377.418,310.747,363.983,315.889,352.403,318.518,343.902,319.236,335.519,319.14,324.521,318.107,318.167,311.718,336.251,306.784,344.104,306.785,352.353,306.378,371.306,310.108,351.564,306.43,343.308,306.956,335.485,307.103
14,270.868,211.092,280.326,197.481,296.807,193.97,313.689,196.594,329.298,203.174,350.881,202.331,367.737,193.502,386.796,189.459,405.988,192.023,419.34,204.204,341.336,220.429,341.476,235.131,341.731,249.392,341.969,264.253,326.251,281.163,334.762,282.712,343.186,283.908,352.123,282.08,360.997,280.116,288.193,230.442,296.67,225.185,307.838,225.026,318.465,230.172,307.872,232.904,296.78,233.513,368.425,227.864,378.793,222.101,390.097,221.88,400.337,225.746,390.825,229.405,379.39,229.883,313.277,312.788,324.461,303.545,335.451,297.512,344.166,299.846,352.75,297.26,364.036,302.455,377.918,310.982,363.952,316.025,353.531,317.663,344.205,318.818,335.249,318.512,324.384,317.703,318.545,312.218,335.926,308.374,344.446,308.536,353.449,307.901,371.509,310.551,352.655,306.232,343.795,307.081,335.399,307.043
