time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,248.439,189.849,256.566,175.726,272.413,170.812,289.397,171.645,305.52,176.858,332.406,174.358,347.803,166.7,365.083,163.245,382.603,167.084,392.745,180.803,320.097,196.271,320.883,209.821,321.763,223.025,322.617,236.781,306.165,254.731,315.071,255.234,323.616,255.912,332.243,254.061,341.123,252.209,266.358,207.61,274.722,202.426,285.776,201.725,297.003,206.578,286.049,209.242,275.07,210.13,345.102,202.691,355.892,196.705,366.43,196.271,375.827,200.454,367.131,203.575,356.556,204.024,293.543,287.661,304.834,277.206,316.763,270.421,324.96,272.248,332.859,269.37,343.838,274.041,355.506,282.835,343.861,288.909,333.779,291.089,324.956,292.494,316.298,292.621,305.151,292.128,298.926,286.73,317.04,280.683,325.256,280.7,333.658,279.502,349.593,282.295,332.723,279.48,324.284,280.418,316.325,280.8
2,247.643,190.447,256.119,176.609,272.502,171.271,289.826,172.533,306.336,178.265,330.315,176.669,345.929,168.106,363.837,164.28,382.149,167.45,393.137,181.541,320.01,196.453,320.924,210.668,321.681,224.571,322.54,239.096,306.324,255.483,315.302,256.865,324.047,257.922,333.056,255.388,342.053,252.898,266.076,208.634,274.243,203.37,285.544,202.258,297.359,205.968,286.084,210.071,274.908,211.351,344.715,202.353,355.846,197.064,367.011,196.932,376.523,200.839,367.466,204.903,356.354,204.818,294.783,289.059,305.843,278.69,317.456,271.903,325.56,274.06,332.685,271.106,343.884,275.776,356.471,284.917,344.309,291.054,334.222,292.134,325.893,293.283,317.29,293.507,306.42,293.633,300.015,288.114,317.862,282.752,326.127,282.878,333.844,281.8,350.546,284.382,332.874,280.211,325.063,281.007,317.097,281.222
3,247.353,189.046,256.891,175.638,273.268,171.091,290.328,172.622,306.53,178.427,329.677,176.234,345.043,167.641,362.818,163.753,380.763,166.498,392.555,179.52,319.472,196.637,320.333,210.785,321.154,224.605,322.021,238.935,306.129,256.137,314.949,256.848,323.382,257.512,332.116,255.49,340.752,253.662,265.805,207.696,274.237,202.988,284.787,202.014,295.427,206.32,285.318,209.027,274.681,209.988,345.526,202.392,356.147,196.967,366.629,196.864,375.624,200.768,366.931,203.766,356.334,203.88,293.564,288.615,304.857,278.406,316.718,271.544,325.014,273.484,332.623,270.557,343.833,275.063,355.37,283.696,344.216,289.905,334.007,292.178,325.47,293.685,316.732,294.03,305.32,293.562,298.811,287.956,317.195,282.708,325.607,282.62,333.688,281.484,349.489,283.39,332.702,280.345,324.678,281.485,316.464,281.937
4,247.33,191.753,255.939,177.192,272.567,171.879,289.977,172.77,306.579,177.946,329.914,175.928,346.104,167.771,364.805,164.448,383.206,168.188,394.212,182.262,320.422,195.894,321.222,209.881,322.07,223.659,322.784,237.955,306.421,255.378,315.243,256.395,324.228,257.465,332.881,255.296,341.722,253.36,266.309,208.815,274.547,203.477,285.558,202.431,296.724,206.396,286.178,209.488,275.213,210.65,345.134,202.687,355.983,197.401,366.827,197.253,376.043,201.505,367.153,204.44,356.135,204.442,293.724,288.314,305.367,278.221,316.569,271.561,325.828,273.682,333.863,270.786,344.765,275.171,356.556,283.925,344.878,289.604,335.064,291.128,326.062,292.526,316.774,292.881,305.653,292.901,299.285,287.541,317.144,282.225,326.297,282.208,334.837,281.109,350.88,283.45,333.773,279.816,325.306,280.66,316.493,280.964
5,247.015,189.667,255.999,175.587,272.41,170.874,289.954,172.454,306.215,178.043,329.779,176.329,345.752,167.666,364.15,163.814,382.59,167.429,393.171,181.573,320.019,196.884,320.812,210.697,321.753,224.235,322.798,238.388,305.778,255.796,314.992,257.044,323.864,257.836,332.744,255.882,341.573,253.823,265.406,208.174,273.854,203.148,284.853,202.355,295.682,206.592,285.446,209.71,274.453,210.78,346.061,202.924,356.814,197.633,367.366,197.651,376.51,201.567,367.991,204.889,357.268,205.004,293.878,289.25,305.501,278.549,317.136,271.926,324.844,274.179,332.453,271.2,343.714,276.076,355.578,284.665,343.678,290.429,333.687,292.26,325.293,293.731,317.113,293.821,305.797,293.657,299.734,288.248,317.639,282.999,325.375,283.031,333.432,282.04,349.415,284.213,332.301,280.569,324.336,281.462,316.825,281.717
6,248.857,189.81,257.945,175.897,274.356,171.15,291.362,172.292,307.242,177.911,331.035,175.975,346.431,167.278,364.472,163.574,382.598,167.125,393.361,181.282,320.425,196.239,321.273,209.814,322.212,223.062,323.139,236.922,306.78,255.62,315.856,256.169,324.453,256.823,333.127,254.851,341.914,253.085,267.101,208.514,275.132,203.038,286.082,202.036,296.919,206.491,286.522,209.416,275.753,210.527,346.047,202.477,357.089,197.181,367.621,197.038,376.73,201.227,368.147,204.198,357.514,204.179,294.955,288.342,305.408,277.618,316.927,270.877,325.621,273.047,333.609,269.975,344.399,274.714,355.794,283.937,344.594,289.57,334.904,291.443,326.045,293.037,317.119,293.306,306.226,292.889,300.174,287.432,317.679,281.895,326.258,281.938,334.711,280.719,350.073,283.576,333.48,280.174,325.096,281.141,316.759,281.396
7,247.081,190.251,256.417,175.956,273.046,170.788,290.359,171.839,307.063,176.983,331.432,174.892,347.559,167.021,365.305,163.216,383.444,166.818,394.46,180.234,320.91,195.48,321.933,209.702,322.993,223.465,324.046,237.828,307.464,256.064,316.436,256.539,324.885,257.073,333.491,255.257,342.279,253.505,266.514,208.272,274.737,203.271,285.508,202.104,296.478,206.246,286.07,209.512,275.266,210.628,346.696,202.067,357.337,196.999,367.855,196.967,376.931,200.922,368.408,204.069,357.737,204.257,294.773,289.294,306.179,278.196,318.161,271.14,326.146,272.996,333.426,270.21,344.851,275.178,356.674,284.474,344.909,290.544,334.749,292.606,326.435,293.956,318.047,294.119,306.906,294.145,300.449,288.263,318.607,282.615,326.619,282.483,334.393,281.563,350.323,284.048,333.448,280.318,325.665,281.19,317.788,281.499
8,204.262,371.643,207.793,367.906,213.018,366.333,218.466,366.736,223.162,368.965,232.233,369.076,237.528,367.022,243.365,366.733,248.838,368.556,253.296,372.136,227.463,374.09,227.407,377.974,227.332,381.638,227.278,385.608,222.634,391.821,225.135,392.481,227.698,392.646,230.267,392.512,232.968,392.176,210.425,376.46,213.418,374.823,216.829,374.381,219.984,375.807,216.938,376.584,213.632,376.874,236.118,376.016,239.548,374.536,243.148,375.027,246.537,376.694,243.05,377.093,239.509,376.815,218.311,403.16,222.045,400.292,225.944,398.665,227.836,399.184,230.006,398.63,234.272,400.344,238.693,403.115,234.395,405.168,230.247,405.994,227.91,406.097,225.797,405.984,222.124,405.385,220.166,403.047,225.861,401.373,227.885,401.51,230.129,401.476,236.839,402.905,230.047,402.47,227.82,402.537,225.892,402.495
9,247.789,190.46,257.247,176.737,273.225,171.343,290.262,172.102,306.614,176.95,331.223,175.282,346.814,167.384,364.338,163.451,382.263,166.988,393.357,180.526,320.906,196.319,321.716,209.961,322.599,223.263,323.47,237.326,307.137,255.659,316.143,256.763,324.757,257.581,333.49,255.368,342.149,253.153,266.641,208.289,275.199,203.161,285.914,202.059,296.091,206.241,286.212,209.281,275.589,210.281,347.123,202.757,357.913,197.535,368.17,197.416,376.949,201.29,368.491,204.551,358.199,204.667,294.898,288.878,305.941,277.831,316.888,271.297,325.483,273.43,332.918,270.627,343.98,275.323,355.899,284.696,343.828,290.011,333.957,291.664,325.814,292.842,317.031,292.801,306.458,292.873,300.728,287.789,317.373,282.447,325.982,282.467,333.829,281.814,349.983,284.127,332.886,279.879,325.079,280.441,316.768,280.665
10,249.467,188.915,258.763,175.471,275.11,171.032,292.119,172.203,307.838,177.995,333.114,175.349,348.068,167.557,364.914,164.152,382.009,167.15,392.595,179.719,322.099,195.421,323.064,209.597,323.963,223.528,324.848,238.101,308.02,255.234,316.936,256.123,325.554,256.818,334.041,254.866,342.499,252.792,268.066,208.274,275.784,203.282,286.358,202.057,297.636,205.62,287.247,208.977,276.582,210.418,346.442,201.92,357.246,197.197,367.609,197.38,376.884,201.209,367.938,204.346,357.54,204.184,296.192,288.759,307.226,277.89,318.228,271.445,326.414,273.384,333.942,270.418,344.579,275.019,355.868,283.771,344.885,289.947,335.398,291.393,326.992,292.856,318.483,293.253,307.894,293.312,301.461,287.82,318.746,282.373,327.018,282.421,335.021,281.33,349.91,283.238,334.062,279.363,325.972,280.344,318.036,280.76
