time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,243.191,196.025,254.542,179.425,275.188,174.033,296.146,176.08,316.366,183.737,345.989,182.186,365.965,171.075,388.222,166.398,410.459,169.001,424.928,184.753,333.32,206.575,334.321,224.499,335.62,242.085,336.933,260.617,316.627,280.322,327.27,281.406,338.19,282.261,348.856,279.676,358.906,276.514,266.617,217.194,277.309,211.14,290.344,210.425,303.093,216.564,290.4,219.925,277.536,220.936,364.118,212.466,376.954,205,390.481,204.369,401.787,209.182,391.389,213.855,377.676,214.132,301.267,320.712,314.361,308.366,329.022,300.727,339.533,303.045,349.14,299.084,363.169,304.587,376.662,314.678,363.877,323.319,351.317,326.696,340.528,328.518,329.373,328.493,315.51,328.027,307.519,319.994,329.517,313.822,340.214,313.712,350.545,311.929,369.828,314.569,349.764,311.897,339.496,313.438,328.949,313.508
2,243.29,200.118,253.093,180.39,274.176,173.907,295.454,176.436,316.273,183.817,345.982,182.333,366.132,171.84,388.366,166.868,410.657,170.986,424.055,188.307,333.833,207.735,334.695,225.16,335.899,242.2,337.189,260.292,317.335,280.565,327.675,282.199,338.033,283.309,348.155,280.67,358.289,277.935,266.615,216.661,277.936,211.28,291.312,210.975,304.021,217.233,291.344,219.991,277.926,220.786,363.809,213.38,377.048,206.078,390.404,205.587,401.721,210.795,391.256,215.24,377.383,215.116,301.066,319.391,314.508,307.571,329.04,300.581,339.3,302.896,349.314,299.493,363.041,304.504,377.198,314.209,363.345,322.983,350.478,326.006,339.591,327.549,328.772,327.71,315.136,327.042,307.681,318.444,329.033,313.263,339.492,313.275,349.933,311.92,370.796,313.698,349.7,311.909,339.184,313.276,328.941,312.912
3,243.747,197.436,254.665,180.013,275.986,174.223,297.364,177.395,317.762,185.182,345.877,183.518,365.667,172.045,387.928,167.088,409.822,170.678,423.543,186.62,333.923,207.703,334.912,225.283,336.058,242.41,337.284,260.358,318.169,280.352,328.413,281.44,338.755,282.333,348.595,279.974,358.655,277.435,267.335,216.906,278.216,211.767,290.785,211.17,302.841,216.884,290.748,219.69,278.23,220.398,365.804,212.908,377.822,206.343,390.731,205.684,401.463,210.005,391.412,214.706,378.313,214.577,301.199,319.086,314.708,307.615,329.428,300.558,339.842,303.036,349.392,299.324,362.861,304.309,377.2,313.595,363.346,322.008,351.22,325.297,340.774,327.265,329.846,327.4,315.878,326.233,307.676,318.195,329.777,313.154,340.51,313.323,350.494,311.537,370.308,313.222,350.076,310.732,339.958,312.584,329.484,312.327
4,243.113,200.855,253.567,181.613,275.502,175.367,297.347,177.473,318.578,185.333,344.577,182.936,364.953,172.204,387.33,167.498,409.813,170.708,423.453,187.059,334.413,207.546,335.558,225.163,336.875,242.561,338.233,260.663,318.219,280.961,328.85,282.461,339.449,283.313,349.068,280.718,358.723,277.737,266.644,217.687,277.442,211.988,290.655,211.226,303.504,217.019,291.176,219.815,277.967,220.932,364.361,212.964,377.401,205.759,390.689,205.319,402.157,210.297,391.396,214.398,377.627,214.249,301.623,319.354,315.418,308.477,330.573,301.243,340.601,303.876,349.667,299.653,363.338,304.664,377.895,313.01,364.202,322.765,352.245,326.621,341.869,328.228,331.151,328.202,316.634,327.185,308.089,318.832,330.817,314.206,341.123,314.282,350.717,312.424,370.746,313.027,350.965,310.839,340.993,312.424,330.933,312.338
5,243.913,197.872,254.577,180.451,274.988,174.646,295.959,176.781,316.303,184.441,345.074,182.903,365.227,171.894,387.439,167.112,409.572,170.444,423.68,186.209,333.648,207.221,334.375,225.025,335.231,242.385,336.36,260.473,317.477,280.856,327.652,282.009,338.1,282.901,348.383,280.435,358.365,277.449,266.526,217.287,277.452,211.533,290.084,210.682,303.02,216.618,290.406,219.529,277.84,220.582,365.15,212.806,377.626,205.426,390.459,205.049,401.475,210.034,391.31,213.952,378.18,213.97,300.702,319.302,315.18,308.082,330.136,300.55,340.081,303.278,349.426,299.34,363.036,304.662,378.285,312.963,363.717,321.89,351.365,325.139,340.819,326.718,330.145,326.902,315.671,326.073,306.891,318.565,330.424,313.25,340.739,313.515,350.643,311.854,370.875,313.387,350.019,310.828,340.069,312.355,329.968,312.366
6,244.686,198.068,255.25,179.647,276.557,173.863,298.461,177.061,318.48,185.687,343.218,184.544,363.211,172.692,385.99,167.29,408.937,171.092,422.969,187.655,333.5,207.341,334.588,224.75,335.929,241.886,337.342,259.69,317.812,280.495,328.168,281.784,338.292,282.63,348.196,280.419,357.792,277.902,266.815,216.93,278.097,211.357,290.948,211.118,303.331,217.088,290.735,219.958,278.139,220.638,364.642,213.279,376.73,206.121,389.51,205.701,400.685,210.392,390.365,214.57,377.329,214.691,300.61,320.297,314.967,308.122,329.626,300.194,339.687,303.023,349.454,299.039,362.77,304.855,377.152,314.284,362.822,322.848,350.706,325.863,339.855,327.731,329.23,327.873,315.425,327.014,307.05,319.304,329.889,314.118,340.129,314.305,350.465,312.635,369.875,313.982,349.717,311.625,339.305,313.542,329.241,313.48
7,244.304,198.672,254.511,179.895,275.694,173.661,297.117,176.325,317.058,184.466,344.668,183.17,364.465,171.94,386.726,166.669,409.401,170.322,422.521,187.74,333.374,207.086,334.472,224.443,335.726,241.327,337.155,258.943,317.079,279.578,327.378,281.214,337.81,282.22,347.809,279.876,357.575,276.989,265.583,216.802,276.448,210.699,289.438,210.412,302.254,217.211,289.562,219.986,276.534,220.853,363.838,213.296,376.742,205.2,389.885,204.511,401.162,209.48,391.013,214.5,377.352,214.705,300.264,319.178,314.515,307.791,329.201,300.08,338.933,302.339,347.989,298.546,362.093,304.161,375.953,313.485,363.004,321.767,350.411,325.469,340.301,327.157,329.723,327.061,315.58,326.253,306.931,318.49,329.58,313.458,339.566,313.343,349.234,312.047,369.301,313.208,349.186,310.712,339.371,312.221,329.465,311.952
8,243.744,196.246,254.847,179.887,275.488,173.895,296.312,176.075,315.8,183.584,346.228,182.08,365.265,171.888,387.102,166.702,408.595,169.076,422.546,183.419,333.955,207.361,335.124,225.043,336.448,242.465,337.729,260.678,318.05,280.704,328.153,281.901,338.416,282.417,348.695,280.253,358.48,277.423,266.762,216.585,277.888,211.263,290.6,210.79,302.822,216.488,290.395,219.267,277.965,219.784,364.798,212.292,376.506,205.628,389.435,204.688,400.281,208.929,390.18,213.27,377.159,213.486,300.347,319.015,314.703,307.828,330.037,300.057,340.034,302.383,349.234,298.864,363.194,303.826,377.483,312.492,364.018,322.435,351.372,326.232,340.798,328.224,330.195,328.398,315.489,327.277,306.801,318.198,330.299,313.272,340.509,313.199,350.224,311.744,370.723,312.359,350.202,311.309,340.328,312.825,330.156,312.808
9,243.516,200.917,253.24,182.094,274.321,175.52,296.02,177.681,317.198,184.777,345.988,183.804,365.74,172.777,388.487,167.259,411.326,171.022,425.549,187.697,334.346,207.71,335.201,225.285,336.248,242.456,337.216,260.683,318.118,279.966,328.379,281.576,338.528,282.496,348.579,280.049,358.557,277.14,267.49,217.988,278.269,212.222,290.877,211.618,303.712,217.21,290.999,220.188,278.528,221.145,365.081,213.104,377.116,206.224,389.896,205.503,401.664,210.126,390.834,214.284,377.643,214.458,301.183,318.256,314.749,307.322,329.962,299.955,340.092,302.394,349.448,298.814,363.159,303.82,377.8,312.263,364.02,321.25,351.195,324.429,340.629,326.056,329.742,326.162,315.397,325.451,307.169,317.342,330.048,312.452,340.439,312.695,350.424,311.153,371.157,312.079,350.229,310.257,340.108,311.506,329.833,311.324
10,244.329,198.409,254.65,180.122,275.396,173.027,297.068,175.162,317.585,182.721,347.067,181.729,367.394,171.033,390.193,166.373,412.501,170.798,424.72,188.431,334.515,206.294,335.416,224.139,336.425,241.443,337.579,259.733,317.922,279.014,328.174,280.97,338.311,282.235,348.793,279.468,358.85,276.327,267.9,216.594,278.859,210.462,291.116,209.875,303.455,215.99,291.197,218.781,278.969,219.646,366.539,211.775,378.96,204.875,391.549,204.409,402.586,209.313,392.205,213.371,379.332,213.319,302.517,319.668,315.567,307.778,330.154,300.331,340.22,302.907,349.733,299.155,363.341,304.78,377.227,314.465,363.92,322.458,351.375,325.425,340.912,327.009,330.189,326.95,316.348,326.496,308.867,318.395,330.463,313.095,340.747,313.35,350.75,311.794,371.004,313.817,350.505,310.844,340.358,312.498,330.209,312.18
