time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51
1,262.741,218.129,271.688,202.085,290.128,196.802,309.031,199.576,325.475,208.004,346.581,206.19,364.827,196.505,385.878,192.86,406.328,198.138,417.888,214.839,335.471,225.605,334.9,240.759,334.191,255.646,333.7,271.406,317.582,287.569,326.484,289.684,335.561,291.33,345.129,289.105,354.294,286.857,280.302,234.454,289.111,229.383,300.67,228.79,311.899,234.155,300.552,237.574,289.092,238.395,363.544,231.839,375.106,225.905,387.323,226.177,397.174,231.011,387.571,235.124,375.201,234.702,303.209,321.581,313.53,311.232,325.42,305.089,335.257,308.176,344.234,305.102,356.543,311.094,370.159,320.451,356.392,327.517,345.143,329.905,335.36,330.905,324.913,330.345,313.883,328.464,309.256,321.023,325.59,316.561,335.531,317.123,344.95,316.324,363.168,320.077,344.462,316.148,335.128,317.157,325.379,316.785
2,264.23,215.086,272.823,200.81,289.775,196.607,307.857,199.465,323.992,207.525,345.189,207.033,363.595,196.936,384.758,192.957,405.832,196.551,418.922,211.667,336.029,227.305,335.62,241.526,335.083,255.381,334.816,270.177,318.72,287.888,327.48,289.869,336.207,291.361,345.642,289.429,354.92,287.269,281.107,233.332,289.746,228.563,301.138,228.398,312.639,234.074,301.23,236.691,289.822,237.312,363.685,232.445,375.025,226.43,387.068,226.558,397.562,231.42,387.477,235.278,375.096,235.027,304.847,322.194,316.237,312.379,328.156,306.447,337.276,308.714,345.816,305.919,358.36,311.6,371.722,320.871,358.745,327.168,346.896,330.035,337.564,331.049,327.813,330.873,316.601,329.161,310.745,321.695,328.126,318.252,337.357,318.284,346.349,317.571,365.147,320.341,346.392,316.903,337.375,317.734,328.416,317.761
3,263.136,215.961,272.65,201.304,290.275,196.352,308.181,198.791,324.332,206.924,345.159,206.231,364.178,196.348,385.715,192.842,406.764,198.023,418.592,214.182,336.337,226.279,335.799,240.355,335.335,254.369,334.909,269.02,318.432,285.639,327.337,288.002,336.445,289.563,345.857,287.813,355.132,285.539,280.741,233.192,289.676,227.743,301.396,227.463,313.05,233.609,301.454,236.856,289.829,237.566,363.363,232.396,375.273,225.815,387.42,226.114,397.631,231.663,387.585,235.862,375.146,235.354,305.261,320.365,316.238,310.506,328.121,304.732,336.803,307.379,345.573,304.609,357.532,310.199,370.958,319.291,357.151,325.213,345.433,326.989,336.334,327.786,327.125,327.308,316.029,325.566,310.963,319.716,328.117,315.761,336.958,316.331,345.962,315.473,364.284,318.504,345.183,314.19,336.294,314.979,327.617,314.733
4,263.809,217.742,272.115,200.95,290.854,194.978,310.049,197.647,327.105,205.971,347.223,205.089,366.362,195.27,388.217,192.432,409.246,198.454,420.783,215.92,336.914,224.735,336.519,239.078,336.015,253.005,335.708,268.129,319.266,285.595,328.151,288.059,337.375,289.737,346.913,287.844,356.206,285.599,281.661,231.759,291.166,226.706,302.483,226.049,313.861,231.841,302.458,234.966,291.234,235.578,365.479,230.52,377.197,224.78,389.114,225.432,399.219,230.783,389.224,234.293,377.094,233.478,305.897,322.204,316.626,311.911,329.168,305.805,337.856,308.81,345.894,305.992,358.755,312.004,371.071,321.64,358.582,331.378,346.734,335.427,337.716,336.466,328.247,335.823,316.552,332.715,312.067,321.714,329.148,317.947,337.923,318.657,346.421,318.014,364.207,321.41,346.126,320.034,337.63,321.094,328.914,320.551
5,265.813,217.144,274.934,200.789,293.988,195.126,313.203,197.873,329.88,206.717,349.073,204.889,367.633,195.202,389.03,192.02,409.826,197.23,421.704,213.41,339.124,224.085,338.996,238.555,338.797,252.816,338.62,268.251,322.26,286.864,331.094,288.579,340.042,289.787,349.228,288.108,358.438,286.304,284.011,232.798,293.028,227.759,304.136,227.374,315.535,233.222,304.174,236.013,293.075,236.589,366.9,231.297,378.515,225.392,390.456,225.583,400.264,230.51,390.505,234.361,378.494,233.845,307.372,322.59,318.91,313.437,331.311,307.305,339.936,310.237,347.838,307.244,361.043,313.236,375.764,321.237,361.076,330.646,348.779,334.135,340.061,335.194,330.569,334.684,318.814,331.651,313.419,322.272,331.304,318.892,340.014,319.579,348.375,318.744,368.678,321.094,348.227,319.037,339.939,320.073,331.203,319.671
6,269.976,216.279,278.74,200.338,296.816,194.815,314.46,197.434,330.381,204.84,353.657,203.325,371.759,194.772,392.222,191.777,412.349,197.28,422.358,214.647,342.034,223.446,341.743,238.528,341.342,253.179,341.028,268.871,323.564,285.58,332.967,287.881,342.345,289.612,351.432,287.74,360.256,286.027,286.258,231.967,295.262,227.341,306.671,226.386,317.678,231.145,307.126,234.832,295.595,235.752,369.004,229.91,380.718,224.953,392.989,225.544,402.487,230.247,392.841,234.133,380.407,233.329,310.961,325.18,320.915,313.317,333.503,306.179,342.08,309.422,350.07,306.635,363.082,313.988,374.81,324.603,363.433,336.598,351.056,341.284,341.873,342.069,332.373,341.246,320.364,337.499,317.475,324.542,333.577,319.411,342.19,320.178,350.588,319.666,367.43,324.392,350.16,323.809,341.835,324.635,333.158,323.946
7,266.886,216.207,275.775,199.732,294.343,194.023,313.409,196.237,330.661,203.811,353.753,202.518,372.325,193.54,393.382,191.002,413.611,196.832,425.435,213.211,342.385,223.497,342.12,237.815,341.769,251.945,341.424,267.06,324.209,284.487,333.218,286.736,342.369,288.361,351.624,286.55,360.66,284.606,285.571,231.195,294.976,226.06,306.39,225.526,317.641,231.014,306.57,234.06,295.054,234.95,369.802,229.437,381.726,223.678,393.868,224.321,403.737,229.577,393.765,233.395,381.336,232.433,308.738,321.132,320.314,311.396,333.002,306.128,341.508,309.345,350.104,306.995,363.028,312.941,376.488,321.286,362.369,331.877,350.012,335.734,340.842,336.351,331.337,335.217,319.786,331.949,314.748,320.627,332.852,317.589,341.519,318.8,350.37,318.332,369.463,320.958,349.67,320.895,341.024,321.607,332.314,320.675
8,268.139,216.171,277.29,200.135,295.943,194.652,314.892,197.539,331.928,204.986,353.404,203.514,371.554,194.978,392.068,191.431,412.547,196.682,424.103,212.675,342.877,223.674,342.56,237.822,342.184,251.606,341.887,266.358,324.55,284.876,333.647,286.49,342.778,287.887,352.086,286.283,361.159,284.793,286.202,232.816,295.23,227.364,306.583,226.474,317.966,231.582,307.047,235.153,295.705,236.324,370.067,230.154,381.65,224.578,393.874,225.24,403.83,230.356,393.935,234.219,381.562,233.537,308.872,320.33,320.158,309.654,333.185,303.188,342.494,306.035,351.119,303.558,364.13,310.261,377.866,319.741,363.351,330.072,350.898,332.919,341.694,333.529,331.329,332.817,319.25,330.387,315.098,319.75,333.097,315.691,342.574,316.044,351.522,315.947,370.788,319.709,350.593,316.852,341.737,317.509,332.255,317.22
9,269.148,215.844,277.957,200.019,295.899,194.594,314.451,196.886,331.223,204.519,351.562,203.865,370.224,194.499,391.278,191.226,411.975,195.902,424.208,212.146,341.995,225.203,341.787,239.192,341.518,252.78,341.203,267.311,325.209,285.229,334.017,286.679,342.792,288.098,351.793,286.4,360.799,284.975,286.64,231.209,295.851,226.127,307.033,225.912,318.317,232.087,306.774,234.975,295.69,235.382,369.421,231.195,380.625,224.521,392.651,224.541,403.001,229.844,393.246,233.788,381.057,233.77,309.949,317.069,321.758,308.927,334.016,304.053,342.845,306.809,350.692,304.27,363.193,309.255,377.172,316.914,362.658,323.315,350.558,326.163,342.264,327.058,332.698,326.536,321.565,324.092,315.5,316.295,333.936,314.336,343.02,315.354,351.168,314.293,370.62,316.265,350.29,313.323,342.235,314.255,333.449,313.451
10,269.015,214.403,277.715,199.099,295.337,193.14,313.561,195.47,329.913,203.026,354.315,201.156,372.483,193.124,393.25,190.401,413.552,195.847,424.458,212.887,342.226,221.616,341.845,236.552,341.411,250.922,341.083,266.363,324.026,283.457,332.999,285.703,342.268,287.032,351.518,285.303,360.467,283.419,286.721,230.343,295.18,225.236,307.122,224.328,318.597,229.428,307.486,233.295,295.645,234.348,369.401,227.775,381.261,222.554,393.762,223.354,403.467,228.513,393.486,232.597,380.744,231.625,310.93,321.855,320.837,309.5,332.64,302.868,341.781,305.48,350.534,302.906,363.556,309.785,375.612,320.828,363.752,331.984,351.63,336.196,341.856,337.166,331.969,336.239,320.123,333.115,317.582,320.9,332.65,314.856,341.858,315.232,350.982,314.435,368.274,320.182,351.08,320.616,341.99,321.626,332.722,321.073
