;
261.114, 226.137
273.663, 206.484
296.899, 201.79
320.097, 204.949
340.95, 214.881
370.373, 214.552
394.735, 202.862
420.967, 197.907
447.076, 204.344
462.274, 224.799
356.041, 242.664
355.646, 262.435
355.048, 281.361
354.614, 301.459
333.978, 325.827
345.55, 328.206
357.441, 330.322
369.701, 328.014
382.307, 326.287
282.242, 253.473
294.649, 246.143
310.05, 246.06
325.772, 255.161
310.187, 258.5
294.761, 258.814
391.97, 253.878
407.063, 244.662
422.872, 244.025
435.991, 251.382
423.575, 256.844
407.736, 256.867
319.648, 372.612
333.757, 358.652
347.875, 351.502
358.887, 354.267
370.484, 351.079
385.927, 358.135
403.193, 371.682
387.159, 378.931
372.28, 381.515
359.957, 381.73
348.131, 380.919
334.942, 378.285
327.103, 371.457
348.013, 366.152
359.193, 366.626
370.996, 365.885
395.579, 370.587
371.104, 363.584
359.4, 363.923
348.151, 363.428
;
261.896, 225.519
274.101, 206.74
296.459, 203.026
318.559, 207.049
339.539, 215.501
374.262, 215.084
397.076, 204.461
422.013, 199.361
446.568, 204.61
462.206, 223.482
356.167, 243.911
355.968, 263.701
355.467, 282.952
355.085, 303.009
333.813, 326.615
345.688, 328.503
357.792, 330.783
369.954, 328.557
382.821, 327.054
281.929, 254.411
294.603, 247.414
309.96, 247.232
325.905, 255.721
309.882, 259.829
294.484, 260.066
392.51, 254.688
407.865, 245.783
423.846, 245.012
437.452, 252.728
424.473, 258.565
408.118, 258.246
317.977, 372.81
332.712, 360.105
347.947, 352.39
359.347, 354.884
371.114, 351.48
386.966, 358.204
405.359, 372.114
388.748, 379.781
373.621, 382.475
361.187, 383.168
349.042, 382.476
334.588, 380.538
324.665, 371.893
348.23, 365.987
359.647, 366.689
371.679, 365.348
397.347, 370.884
372.348, 365.561
360.47, 365.991
349.072, 365.557
;
260.79, 224.979
273.606, 206.438
296.166, 202.83
318.844, 205.942
339.823, 215.69
372.855, 214.298
396.465, 203.009
421.71, 197.683
446.725, 203.58
461.377, 224.161
356.829, 242.866
356.24, 262.797
355.543, 281.971
355.031, 302.558
334.041, 326.132
345.804, 328.236
357.778, 330.349
370.176, 327.876
382.577, 326.788
282.181, 253.276
295.04, 246.084
310.669, 246.518
326.099, 255.009
310.49, 258.422
294.783, 258.905
393.074, 254.25
408.755, 245.274
424.665, 244.576
436.802, 251.819
425.497, 257.509
409.387, 257.331
319.97, 372.152
334.052, 359.162
347.857, 352.114
359.864, 354.949
372.076, 351.791
388.049, 358.877
405.761, 371.345
389.558, 378.507
374.397, 380.478
361.763, 381.01
349.417, 379.833
335.883, 377.415
326.89, 371.316
348.115, 365.496
360.132, 365.931
372.57, 365.053
398.585, 370.099
373.229, 364.662
361.095, 365.16
349.136, 364.282
;
261.33, 224.681
273.426, 205.628
295.921, 202.753
318.388, 206.448
338.763, 215.734
371.767, 214.656
395.081, 203.629
420.877, 198.226
446.132, 203.903
461.887, 223.32
355.422, 243.606
355.174, 263.68
354.665, 283.105
354.432, 303.687
333.094, 327.375
344.786, 329.45
357.028, 331.282
369.702, 329.277
382.43, 327.775
281.682, 253.735
294.144, 246.835
309.722, 246.793
325.896, 255.048
309.606, 258.333
294.132, 258.808
392.258, 254.161
407.762, 245.36
423.359, 244.976
436.494, 252.604
423.83, 257.924
407.815, 257.369
320.434, 373.934
334.08, 360.446
348.073, 353.03
358.982, 355.488
370.189, 352.3
385.788, 359.285
403.37, 372.726
387.705, 380.571
372.884, 383.229
361.207, 383.539
349.744, 382.956
336.311, 381.146
327.345, 372.729
348.382, 366.839
359.382, 367.54
370.837, 366.46
396.323, 371.46
371.645, 366.475
360.479, 367.082
349.395, 366.38
;
260.886, 225.512
272.866, 207.365
295.45, 203.708
317.721, 207.706
339.246, 215.932
373.585, 215.738
397.118, 204.682
422.063, 199.592
447.39, 205.653
462.387, 224.725
356.465, 243.676
356.256, 263.719
355.68, 282.851
355.377, 303.101
335.085, 326.357
346.306, 328.513
357.709, 330.521
369.833, 328.522
381.726, 326.532
283.114, 254.359
295.415, 248.374
310.09, 247.791
325.833, 255.015
310.161, 259.063
295.387, 259.776
393.555, 253.535
408.205, 246.298
423.703, 245.711
436.353, 252.276
424.193, 257.626
408.554, 257.309
322.065, 374.117
334.725, 360.145
348.366, 352.564
359.403, 355.079
370.059, 351.98
385.392, 358.92
402.225, 372.74
386.742, 379.66
372.227, 381.924
360.934, 382.548
349.583, 382.309
336.464, 380.644
329.142, 372.445
348.629, 366.847
359.616, 367.368
370.707, 366.451
394.902, 371.355
371.101, 364.524
360.181, 365.365
349.174, 365.039
;
260.643, 224.894
274.223, 206.233
297.346, 203.227
319.647, 206.771
339.835, 216.227
374.685, 214.615
396.966, 203.647
421.574, 198.625
446.258, 203.549
461.187, 222.153
356.652, 244.226
356.265, 264.023
355.526, 282.701
354.985, 302.763
334.503, 326.946
346.033, 328.952
357.803, 330.721
370.039, 328.971
382.204, 327.005
282.958, 254.547
295.623, 247.667
311.17, 247.444
326.776, 255.641
311.19, 259.381
295.681, 259.86
392.985, 254.366
407.881, 245.518
423.959, 244.811
436.898, 251.713
424.584, 257.34
408.492, 257.248
322.373, 372.893
335.385, 359.271
348.365, 352.205
359.486, 354.831
370.602, 351.551
385.941, 358.405
403.427, 371.688
387.933, 378.815
373.606, 380.522
361.588, 381.336
349.664, 380.917
